rep	gen	x	y	Nf	Nm	W	Wstd	Homoz	Hstd	DelMut	DelMutSd
0	0	8	5	26	19	0.998989	0.00412652	0	0	0.0666667	0.249444
0	0	8	6	32	24	0.999878	0.00071107	0	0	0.0357143	0.185577
0	0	8	7	23	29	0.99811	0.00683223	0	0	0.115385	0.319486
0	0	8	8	29	17	0.998112	0.00808761	0	0	0.108696	0.311257
0	0	8	9	20	18	1	0	0	0	0	0
0	0	8	10	20	20	0.9991	0.00376198	0	0	0.075	0.263391
0	0	8	11	23	14	0.999454	0.00181154	0	0	0.108108	0.310517
0	0	8	12	23	27	0.995278	0.012108	0	0	0.24	0.58515
0	0	8	13	27	21	0.996889	0.0101557	0	0	0.125	0.330719
0	0	8	14	30	25	0.996797	0.00951366	0	0	0.181818	0.385695
0	0	8	15	19	25	0.999664	0.00172598	0	0	0.113636	0.317369
0	0	8	16	22	22	0.999594	0.00232202	0	0	0.0454545	0.208299
0	0	8	17	19	20	0.999753	0.00130035	0	0	0.0769231	0.266469
0	0	8	18	26	19	0.998212	0.00548176	0	0	0.155556	0.362433
0	0	8	19	22	30	0.996629	0.0116937	0	0	0.153846	0.410657
0	0	9	0	18	34	0.998512	0.00506495	0	0	0.115385	0.319486
0	0	9	1	21	23	0.999791	0.00117774	0	0	0.0454545	0.208299
0	0	9	2	19	15	0.996889	0.00979036	0	0	0.147059	0.429251
0	0	9	3	21	26	0.998714	0.00574594	0	0	0.106383	0.37097
0	0	9	4	15	33	0.998444	0.00702049	0	0	0.104167	0.305477
0	0	9	5	19	29	0.99871	0.00401406	0	0	0.125	0.330719
0	0	9	6	22	24	0.999732	0.00179738	0	0	0.0217391	0.145831
0	0	9	7	26	23	0.998757	0.00655229	0	0	0.102041	0.302702
0	0	9	8	19	23	0.999303	0.00312019	0	0	0.047619	0.212959
0	0	9	9	19	23	0.999506	0.00260766	0	0	0.0714286	0.257539
0	0	9	10	31	21	0.999919	0.000579423	0	0	0.0192308	0.137335
0	0	9	11	24	27	0.998148	0.00745465	0	0	0.0980392	0.357272
0	0	9	12	24	22	0.998919	0.00479948	0	0	0.0652174	0.246909
0	0	9	13	20	22	0.998014	0.00676066	0	0	0.119048	0.390505
0	0	9	14	26	24	0.999273	0.00384227	0	0	0.04	0.195959
0	0	9	15	21	29	0.996043	0.0104003	0	0	0.2	0.4
0	0	9	16	21	36	0.998466	0.0051617	0	0	0.140351	0.347351
0	0	9	17	17	30	0.997118	0.00924595	0	0	0.148936	0.41147
0	0	9	18	26	22	0.998586	0.00636308	0	0	0.0625	0.242061
0	0	9	19	27	27	0.998337	0.00782271	0	0	0.0740741	0.261891
0	200	0	0	17	26	0.897294	0.043769	0.664372	0.0298344	6.60465	2.00162
0	200	0	1	29	19	0.936331	0.0447996	0.759458	0.0253467	4.58333	1.60511
0	200	0	2	25	25	0.889591	0.0342137	0.75804	0.0282347	8.12	1.27499
0	200	0	3	24	23	0.950209	0.0241882	0.671319	0.0321573	6.7234	1.84162
0	200	0	4	30	27	0.936621	0.0454436	0.728842	0.0238355	4.07018	1.4
0	200	0	5	27	31	0.926156	0.0431132	0.770276	0.0169521	6.60345	1.5306
0	200	0	6	21	40	0.919812	0.0370088	0.773311	0.023157	8.54098	1.73275
0	200	0	7	24	19	0.953401	0.0213485	0.821628	0.0202829	6.93023	1.33635
0	200	0	8	23	32	0.902858	0.0336554	0.758764	0.021451	7.72727	1.68905
0	200	0	9	25	33	0.873071	0.0305338	0.758862	0.0301333	9.22414	1.65095
0	200	0	10	25	26	0.813615	0.0784228	0.818667	0.0195786	8.88235	2.1111
0	200	0	11	29	22	0.873133	0.0481971	0.806471	0.0185328	9.68627	1.74322
0	200	0	12	24	38	0.832893	0.0367531	0.826968	0.0222094	9.24194	1.48851
0	200	0	13	15	23	0.901732	0.0464417	0.816263	0.0175149	6.34211	2.06826
0	200	0	14	27	28	0.91217	0.0366769	0.781491	0.0191766	7.01818	2.10187
0	200	0	15	24	36	0.906829	0.0559572	0.779433	0.0273157	4.65	1.48127
0	200	0	16	23	28	0.866295	0.0592385	0.735529	0.0375225	8.27451	1.72727
0	200	0	17	30	23	0.905459	0.0461482	0.780415	0.0176608	8.77358	1.43595
0	200	0	18	34	13	0.89691	0.0187449	0.765787	0.0255101	7.82979	1.3887
0	200	0	19	23	29	0.898247	0.0392112	0.831808	0.0165449	7.44231	1.65731
0	200	1	0	31	24	0.901931	0.0346334	0.659491	0.0293796	9.81818	2.01892
0	200	1	1	27	22	0.835631	0.0360351	0.753673	0.0186059	10.3878	2.00831
0	200	1	2	21	25	0.904372	0.0258593	0.776739	0.0163354	6.30435	1.61339
0	200	1	3	33	22	0.843245	0.0533599	0.817564	0.0252023	5.56364	1.34521
0	200	1	4	19	27	0.929825	0.0502438	0.812478	0.017831	4.34783	1.85586
0	200	1	5	32	24	0.843533	0.0460869	0.829071	0.0160844	8.73214	1.83703
0	200	1	6	32	28	0.922442	0.0274524	0.79	0.0287379	6.76667	1.43023
0	200	1	7	21	20	0.881472	0.0429915	0.758878	0.0145907	7.26829	1.71115
0	200	1	8	25	21	0.921711	0.0534448	0.690783	0.0354977	7.21739	2.43982
0	200	1	9	23	20	0.922215	0.0293254	0.807349	0.0199568	6.02326	1.57729
0	200	1	10	39	27	0.88489	0.036211	0.761909	0.131478	10.5	2.5
0	200	1	11	22	31	0.949023	0.036213	0.718717	0.0332834	5.69811	1.79711
0	200	1	12	22	25	0.930659	0.0327427	0.812383	0.0193496	5.70213	1.73714
0	200	1	13	33	30	0.898046	0.0378346	0.778476	0.0187336	6.98413	1.92306
0	200	1	14	31	16	0.884433	0.0482654	0.793064	0.0247777	8.10638	2.00249
0	200	1	15	23	25	0.933029	0.042093	0.689833	0.0259449	6.97917	1.37674
0	200	1	16	15	33	0.878374	0.0364399	0.814833	0.0160459	6.97917	1.03057
0	200	1	17	24	24	0.914718	0.0399723	0.786625	0.0154928	5.58333	1.83523
0	200	1	18	24	20	0.899431	0.0590684	0.828045	0.0186376	8.84091	1.83332
0	200	1	19	25	17	0.887064	0.0385778	0.838524	0.0201474	6.04762	1.74509
0	200	2	0	21	22	0.836562	0.0638455	0.749395	0.0191714	9.37209	1.83028
0	200	2	1	18	30	0.929954	0.0318243	0.705083	0.0237345	6.64583	1.45042
0	200	2	2	23	27	0.847757	0.0505485	0.76756	0.0278404	9.78	1.64061
0	200	2	3	19	31	0.940182	0.0425006	0.674	0.0454893	4.24	1.84997
0	200	2	4	22	38	0.916847	0.0581354	0.802367	0.019035	6.11667	2.01736
0	200	2	5	16	33	0.897359	0.046062	0.799224	0.0220123	7.7551	2.24545
0	200	2	6	15	27	0.941677	0.0367651	0.779667	0.028321	5.90476	1.92489
0	200	2	7	19	32	0.822053	0.0574662	0.745137	0.0268482	9.23529	1.87437
0	200	2	8	26	22	0.861919	0.0700807	0.779792	0.017408	9.8125	1.77548
0	200	2	9	22	23	0.826719	0.0418932	0.816089	0.0151318	8.86667	1.52898
0	200	2	10	32	26	0.877239	0.0419875	0.656483	0.0207358	8.56897	1.83934
0	200	2	11	34	28	0.870109	0.0393575	0.797677	0.0262081	10.9194	2.1575
0	200	2	12	25	20	0.907114	0.0374635	0.788933	0.0408501	8.75556	2.28187
0	200	2	13	27	39	0.943673	0.0269724	0.783667	0.021162	6.06061	1.40215
0	200	2	14	25	22	0.861049	0.0483504	0.813149	0.0142366	8.21277	1.7496
0	200	2	15	33	23	0.909293	0.0359428	0.745786	0.0235575	8.46429	1.73168
0	200	2	16	28	30	0.937077	0.0207096	0.831759	0.0151593	6.22414	1.53177
0	200	2	17	24	23	0.925456	0.0191908	0.818511	0.0261272	5.80851	1.59305
0	200	2	18	28	24	0.885999	0.0379302	0.804654	0.0200412	9.63462	2.57972
0	200	2	19	23	32	0.961305	0.0236945	0.815455	0.0152861	2.27273	1.15136
0	200	3	0	32	19	0.878276	0.0733764	0.604471	0.0612505	9.84314	1.85105
0	200	3	1	25	20	0.901031	0.0259478	0.782622	0.020356	6.4	1.61107
0	200	3	2	23	22	0.893579	0.0430645	0.712667	0.0475703	9.02222	2.68733
0	200	3	3	31	22	0.921974	0.0411941	0.720189	0.0251284	8.13208	1.60233
0	200	3	4	30	20	0.832805	0.0365148	0.78792	0.0179464	10.44	1.96122
0	200	3	5	34	17	0.903028	0.0437704	0.729686	0.0318092	5.88235	1.62875
0	200	3	6	25	23	0.878342	0.0425088	0.810958	0.0195192	7.83333	2.01384
0	200	3	7	21	24	0.87833	0.050118	0.788444	0.0182471	7.31111	1.6576
0	200	3	8	15	22	0.879776	0.0341614	0.675838	0.0805755	6.7027	1.53983
0	200	3	9	22	26	0.940981	0.032298	0.6805	0.0236942	9.8125	2.01718
0	200	3	10	26	20	0.870489	0.0472712	0.80913	0.0170251	6.54348	1.72836
0	200	3	11	27	23	0.935602	0.0336282	0.5578	0.0322893	4.76	1.77268
0	200	3	12	27	20	0.928084	0.0428063	0.738723	0.0180327	4.7234	2.11078
0	200	3	13	16	27	0.872599	0.0428523	0.806465	0.0130176	7.69767	2.28783
0	200	3	14	26	27	0.920907	0.0411992	0.76634	0.0522992	7.9434	1.89752
0	200	3	15	24	23	0.956012	0.0268145	0.795447	0.0203196	4.25532	1.36004
0	200	3	16	32	29	0.90604	0.0367795	0.787115	0.0203527	4.77049	1.34766
0	200	3	17	24	25	0.891121	0.0368033	0.763837	0.0634322	7.83673	2.04388
0	200	3	18	20	22	0.942785	0.0220035	0.74019	0.0166922	4.21429	1.53585
0	200	3	19	38	27	0.907427	0.0390854	0.682677	0.022415	7.36923	2.30431
0	200	4	0	33	29	0.898848	0.0370858	0.737968	0.016681	6.3871	1.76301
0	200	4	1	25	29	0.942952	0.0166744	0.81537	0.0192482	4	1.29099
0	200	4	2	15	35	0.940012	0.0262324	0.69664	0.0259675	5.98	1.81648
0	200	4	3	23	21	0.851372	0.0489133	0.792045	0.0218819	10.6364	2.10077
0	200	4	4	34	27	0.880988	0.0451468	0.741049	0.0294487	6.22951	1.712
0	200	4	5	23	28	0.879343	0.0282901	0.802745	0.0226481	8.29412	1.60017
0	200	4	6	19	24	0.891459	0.0329666	0.738837	0.0254421	10.907	1.9626
0	200	4	7	28	25	0.905782	0.0398431	0.791245	0.0183395	7.13208	1.70502
0	200	4	8	28	18	0.906158	0.0343435	0.696522	0.0426236	6.86957	1.46864
0	200	4	9	21	30	0.964401	0.0169457	0.62349	0.0726472	5.39216	1.50917
0	200	4	10	24	24	0.863897	0.0237232	0.748	0.0197146	6.125	1.43795
0	200	4	11	22	23	0.921382	0.0293963	0.680844	0.025687	8.93333	1.91369
0	200	4	12	20	22	0.929449	0.0353539	0.755143	0.0181588	6.47619	2.55639
0	200	4	13	32	21	0.864892	0.0451253	0.752377	0.0211341	8.77358	2.18608
0	200	4	14	28	39	0.900017	0.0397779	0.610149	0.100847	7.26866	1.98939
0	200	4	15	25	28	0.893282	0.0559843	0.821019	0.0141934	6.18868	1.82288
0	200	4	16	18	16	0.938327	0.0255117	0.702412	0.0221852	6.44118	1.63043
0	200	4	17	23	26	0.894001	0.0281868	0.773551	0.0243454	8.32653	1.63367
0	200	4	18	24	17	0.841706	0.0320335	0.773317	0.0222869	7.4878	1.76859
0	200	4	19	17	20	0.938878	0.0375288	0.737514	0.0267376	5.86486	2.14554
0	200	5	0	23	31	0.883766	0.0418905	0.758741	0.0220514	8.16667	2.00693
0	200	5	1	15	29	0.913454	0.0212533	0.799136	0.0205267	8.25	1.43218
0	200	5	2	27	21	0.841663	0.055945	0.67975	0.144308	11.4375	2.01976
0	200	5	3	23	29	0.899911	0.0478983	0.756692	0.0205422	7.98077	1.84485
0	200	5	4	21	26	0.893239	0.0404334	0.781191	0.022675	8.89362	1.75322
0	200	5	5	26	22	0.776307	0.0422364	0.792958	0.122948	12.4167	1.65622
0	200	5	6	15	22	0.881994	0.0464399	0.636919	0.0303122	7.78378	1.84735
0	200	5	7	23	26	0.898871	0.0381294	0.745918	0.0225948	9.12245	1.66148
0	200	5	8	27	24	0.928797	0.0279945	0.707647	0.0270735	7.54902	1.75246
0	200	5	9	20	27	0.882467	0.0224348	0.785106	0.0170596	6.68085	1.20471
0	200	5	10	23	23	0.943828	0.0216663	0.717783	0.0328216	6.19565	1.86057
0	200	5	11	19	23	0.857828	0.0429372	0.737048	0.0309477	9.16667	2.10347
0	200	5	12	24	21	0.954559	0.0216624	0.670844	0.0287904	5.15556	1.67273
0	200	5	13	21	25	0.865122	0.0448575	0.770957	0.0232257	5.32609	1.44545
0	200	5	14	19	22	0.870318	0.0474089	0.809902	0.0158711	8.7561	1.39302
0	200	5	15	33	25	0.944627	0.026922	0.713931	0.0361452	5.24138	1.54597
0	200	5	16	21	26	0.899697	0.036987	0.796723	0.0145948	9.14894	1.85631
0	200	5	17	23	27	0.927878	0.0467578	0.77796	0.0177019	6.38	1.85354
0	200	5	18	21	30	0.859498	0.0352476	0.688706	0.0271635	10.3725	1.59608
0	200	5	19	29	25	0.865914	0.0551403	0.698852	0.033752	10.2963	1.64012
0	200	6	0	24	31	0.919772	0.0345022	0.729018	0.0293093	6.96364	2.02676
0	200	6	1	21	28	0.957944	0.0298516	0.841429	0.0126749	4.04082	1.52475
0	200	6	2	26	25	0.935483	0.0279462	0.722549	0.0197993	6.45098	1.79666
0	200	6	3	21	26	0.902409	0.0240764	0.827362	0.0142387	7.82979	1.20847
0	200	6	4	28	22	0.940158	0.0352216	0.81812	0.0288067	4.76	1.51737
0	200	6	5	23	27	0.946055	0.0277946	0.771	0.0263462	5.06	1.66625
0	200	6	6	33	23	0.933826	0.040705	0.816036	0.0193224	5.375	2.09218
0	200	6	7	25	23	0.954398	0.0232705	0.751792	0.254219	4.08333	1.65622
0	200	6	8	29	29	0.908932	0.0334969	0.692207	0.0204221	7.56897	1.80146
0	200	6	9	27	16	0.928016	0.0357218	0.783581	0.0237646	7.37209	2.11334
0	200	6	10	25	21	0.938837	0.0309655	0.685304	0.0180107	6.86957	1.56884
0	200	6	11	25	25	0.864062	0.05429	0.64864	0.0239981	10.1	2.41868
0	200	6	12	28	24	0.923348	0.0373584	0.712577	0.0234991	7.82692	1.88844
0	200	6	13	23	36	0.924697	0.0379442	0.764847	0.0214783	7.47458	1.97747
0	200	6	14	29	24	0.925702	0.0404739	0.729321	0.0199545	7.77358	2.04332
0	200	6	15	30	21	0.923943	0.0254303	0.810039	0.0165801	6.78431	1.64869
0	200	6	16	30	19	0.942522	0.0376295	0.704612	0.0254019	6	1.77281
0	200	6	17	35	24	0.928964	0.0269525	0.588678	0.0254282	7.52542	1.81665
0	200	6	18	25	10	0.885202	0.0474058	0.631371	0.0865897	6.85714	1.47634
0	200	6	19	30	23	0.933147	0.0375589	0.629472	0.0263765	7.16981	1.93025
0	200	7	0	19	27	0.945944	0.0317997	0.715565	0.0310229	6.17391	1.60576
0	200	7	1	32	28	0.83488	0.0547097	0.738533	0.0243499	9.68333	1.73678
0	200	7	2	20	28	0.913917	0.0340953	0.802833	0.018654	7.70833	1.29032
0	200	7	3	25	29	0.922005	0.0436589	0.811852	0.127429	8.55556	1.44871
0	200	7	4	29	20	0.879222	0.0343548	0.854857	0.0214913	8.12245	1.54699
0	200	7	5	20	26	0.891356	0.0352265	0.785	0.021588	7.43478	1.68951
0	200	7	6	30	28	0.875699	0.0517741	0.777931	0.0202943	11.8103	1.86119
0	200	7	7	23	25	0.889613	0.0440251	0.795292	0.0180762	7.8125	1.26912
