rep	gen	x	y	out	W	homoz	Nmut	Nho
0	201	0	0	1	0.937393	0	7	0
0	201	0	0	1	0.919379	0	9	0
0	201	0	0	1	0.950659	0	9	0
0	201	0	0	1	0.938276	0	11	0
0	201	0	0	1	0.932605	0	7	0
0	201	0	0	1	0.962063	0	9	0
0	201	0	0	1	0.956157	4	6	0
0	201	0	0	1	0.974437	0	8	0
0	201	0	0	1	0.934996	0	8	0
0	201	0	0	1	0.882227	0	11	0
0	201	0	0	1	0.912328	0	8	0
0	201	0	0	1	0.86297	0	12	0
0	201	0	0	1	0.968414	0	6	0
0	201	0	0	1	0.963566	0	6	0
0	201	0	0	1	0.935638	0	12	0
0	201	0	0	1	0.949043	0	8	0
0	201	0	0	1	0.891485	0	10	0
0	201	0	0	1	0.924277	0	13	0
0	201	0	0	1	0.901857	0	11	0
0	201	0	0	1	0.92383	0	12	0
0	201	0	0	1	0.88505	0	10	0
0	201	0	0	1	0.90383	0	11	0
0	201	0	0	1	0.913988	1	11	0
0	201	0	0	1	0.915413	0	9	0
0	201	0	0	1	0.871285	0	9	0
0	201	0	0	1	0.928103	0	9	0
0	201	0	0	1	0.917753	2	9	0
0	201	0	0	1	0.858002	0	13	0
0	201	0	0	1	0.920423	0	9	0
0	201	0	0	1	0.919729	0	7	0
0	201	0	0	1	0.904335	0	10	0
0	201	0	0	1	0.88302	0	11	0
0	201	0	0	1	0.912789	0	10	0
0	201	0	0	1	0.933656	2	7	0
0	201	0	0	1	0.94399	0	11	0
0	201	0	0	1	0.941126	0	7	0
0	201	0	0	1	0.974624	0	4	0
0	201	0	0	1	0.921536	0	9	0
0	201	0	0	1	0.874877	0	12	0
0	201	0	0	1	0.961276	0	8	0
0	201	0	0	1	0.944916	0	9	0
0	201	0	0	1	0.953811	1	7	0
0	201	0	0	1	0.941906	0	8	0
0	201	0	0	1	0.929297	0	6	0
0	201	0	0	1	0.936207	0	13	0
0	201	0	0	1	0.858301	0	13	0
0	201	0	0	1	0.965	1	7	0
0	201	0	0	1	0.967327	0	7	0
0	201	0	0	1	0.891879	0	9	0
0	201	0	0	1	0.87522	0	13	0
0	201	0	0	1	0.895276	0	9	0
0	201	0	0	1	0.90602	1	11	0
0	201	0	0	1	0.863256	0	13	0
0	201	0	0	1	0.907683	0	8	0
0	201	0	0	1	0.964939	0	7	0
0	201	0	0	1	0.923471	0	9	0
0	201	0	0	1	0.933394	0	9	0
0	201	0	0	1	0.931259	0	11	0
0	201	0	0	1	0.915559	0	13	0
0	201	0	0	1	0.913553	0	13	0
0	201	0	0	1	0.911302	0	13	0
0	201	0	0	1	0.910287	0	7	0
0	201	0	0	1	0.911985	0	11	0
0	201	0	0	1	0.86676	0	9	0
0	201	0	0	1	0.886134	0	8	0
0	201	0	0	1	0.928191	0	10	0
0	201	0	0	1	0.938199	0	6	0
0	201	0	0	1	0.888391	0	9	0
0	201	0	0	1	0.956776	0	6	0
0	201	0	0	1	0.904185	0	9	0
0	201	0	0	1	0.920952	0	9	0
0	201	0	0	1	0.906519	0	9	0
0	201	0	0	1	0.935203	0	9	0
0	201	0	0	1	0.909166	0	9	0
0	201	0	0	1	0.926542	0	8	0
0	201	0	0	1	0.927487	0	6	0
0	201	0	0	1	0.894402	0	10	0
0	201	0	0	1	0.897163	0	13	0
0	201	0	0	1	0.907707	0	11	0
0	201	0	0	1	0.866757	0	10	0
0	201	0	0	1	0.930779	0	10	0
0	201	0	0	1	0.88965	5	8	0
0	201	0	0	1	0.862098	0	14	0
0	201	0	0	1	0.904539	0	11	0
0	201	0	0	1	0.923277	0	10	0
0	201	0	0	1	0.953541	0	8	0
0	201	0	0	1	0.960668	0	7	0
0	201	0	0	1	0.900764	0	12	0
0	201	0	0	1	0.960953	0	8	0
0	201	0	0	1	0.96799	3	7	0
0	201	0	0	1	0.915648	0	13	0
0	201	0	0	1	0.907848	0	11	0
0	201	0	0	1	0.949275	0	7	0
0	201	0	0	1	0.912441	0	11	0
0	201	0	0	1	0.920753	0	7	0
0	201	0	0	1	0.956053	0	7	0
0	201	0	0	1	0.954079	0	8	0
0	201	0	0	1	0.888751	0	13	0
0	201	0	0	1	0.91939	0	8	0
0	201	0	0	1	0.94811	0	8	0
0	201	0	0	1	0.949589	0	10	0
0	201	0	0	1	0.931544	0	7	0
0	201	0	0	1	0.933841	0	5	0
0	201	0	0	1	0.983268	0	6	0
0	201	0	0	1	0.945266	0	11	0
0	201	0	0	1	0.95248	0	9	0
0	201	0	0	1	0.934973	0	8	0
0	201	0	0	1	0.961875	0	6	0
0	201	0	0	1	0.94555	0	9	0
0	201	0	0	1	0.887	0	12	0
0	201	0	0	1	0.954462	0	8	0
0	201	0	0	1	0.940625	1	10	0
0	201	0	0	1	0.907471	0	11	0
0	201	0	0	1	0.870326	51	11	1
0	201	0	1	1	0.942764	0	9	0
0	201	0	1	1	0.863986	0	10	0
0	201	0	1	1	0.973817	0	5	0
0	201	0	1	1	0.896127	0	11	0
0	201	0	1	1	0.954643	2	5	0
0	201	0	1	1	0.926154	0	5	0
0	201	0	1	1	0.87063	0	15	0
0	201	0	1	1	0.958712	0	4	0
0	201	0	1	1	0.913434	0	7	0
0	201	0	1	1	0.970502	0	6	0
0	201	0	1	1	0.917699	0	10	0
0	201	0	1	1	0.980139	0	5	0
0	201	0	1	1	0.960497	0	10	0
0	201	0	1	1	0.932096	0	7	0
0	201	0	1	1	0.948804	0	12	0
0	201	0	1	1	0.905816	0	12	0
0	201	0	1	1	0.948927	10	9	0
0	201	0	1	1	0.887628	26	12	0
0	201	0	1	1	0.958977	0	6	0
0	201	0	1	1	0.946913	0	8	0
0	201	0	1	1	0.912907	18	7	0
0	201	0	1	1	0.883441	0	7	0
0	201	0	1	1	0.91957	0	9	0
0	201	0	1	1	0.852997	0	11	0
0	201	0	1	1	0.894452	4	9	0
0	201	0	1	1	0.936522	0	4	0
0	201	0	1	1	0.895891	0	6	0
0	201	0	1	1	0.914386	0	8	0
0	201	0	1	1	0.866518	0	10	0
0	201	0	1	1	0.852437	0	14	0
0	201	0	1	1	0.914213	0	8	0
0	201	0	1	1	0.994982	0	3	0
0	201	0	1	1	0.95436	0	8	0
0	201	0	1	1	0.960608	0	7	0
0	201	0	1	1	0.965829	0	6	0
0	201	0	1	1	0.973275	0	6	0
0	201	0	1	1	0.934135	0	10	0
0	201	0	1	1	0.964808	66	6	0
0	201	0	1	1	0.972174	0	6	0
0	201	0	1	1	0.933629	0	6	0
0	201	0	1	1	0.960024	0	9	0
0	201	0	1	1	0.964621	0	11	0
0	201	0	1	1	0.905772	0	8	0
0	201	0	1	1	0.947665	0	4	0
0	201	0	1	1	0.938563	0	10	0
0	201	0	1	1	0.957084	0	5	0
0	201	0	1	1	0.961438	0	6	0
0	201	0	1	1	0.956546	2	5	0
0	201	0	1	1	0.939326	0	8	0
0	201	0	1	1	0.893104	0	10	0
0	201	0	1	1	0.890915	0	9	0
0	201	0	1	1	0.978393	0	5	0
0	201	0	1	1	0.949144	0	9	0
0	201	0	1	1	0.921847	0	6	0
0	201	0	1	1	0.926268	0	9	0
0	201	0	1	1	0.895735	0	10	0
0	201	0	1	1	0.963614	0	7	0
0	201	0	1	1	0.913702	0	7	0
0	201	0	1	1	0.924026	15	9	0
0	201	0	1	1	0.93848	0	7	0
0	201	0	1	1	0.952977	0	5	0
0	201	0	1	1	0.928326	0	11	0
0	201	0	1	1	0.9979	0	2	0
0	201	0	1	1	0.986074	0	3	0
0	201	0	1	1	0.930045	0	9	0
0	201	0	1	1	0.937278	0	6	0
0	201	0	1	1	0.928337	0	6	0
0	201	0	1	1	0.973202	0	5	0
0	201	0	1	1	0.924698	2	7	0
0	201	0	1	1	0.939784	0	8	0
0	201	0	1	1	0.882376	0	8	0
0	201	0	1	1	0.90169	0	11	0
0	201	0	1	1	0.901352	0	8	0
0	201	0	1	1	0.926604	0	6	0
0	201	0	1	1	0.915479	0	7	0
0	201	0	1	1	0.929607	0	8	0
0	201	0	1	1	0.939088	0	7	0
0	201	0	1	1	0.90255	14	11	0
0	201	0	1	1	0.913818	0	9	0
0	201	0	1	1	0.871726	0	12	0
0	201	0	1	1	0.879167	10	7	0
0	201	0	1	1	0.876814	0	12	0
0	201	0	1	1	0.937735	0	10	0
0	201	0	1	1	0.940512	0	6	0
0	201	0	1	1	0.868432	0	13	0
0	201	0	1	1	0.926884	0	6	0
0	201	0	1	1	0.913381	7	7	0
0	201	0	1	1	0.926334	0	10	0
0	201	0	1	1	0.873866	5	9	0
0	201	0	1	1	0.867639	0	10	0
0	201	0	1	1	0.938768	15	10	0
0	201	0	1	1	0.967917	0	7	0
0	201	0	1	1	0.955061	1	7	0
0	201	0	1	1	0.933303	10	12	0
0	201	0	1	1	0.961846	0	7	0
0	201	0	1	1	0.960414	0	9	0
0	201	0	1	1	0.933163	0	10	0
0	201	0	1	1	0.990932	0	5	0
0	201	0	1	1	0.955231	0	8	0
0	201	0	1	1	0.899601	0	12	0
0	201	0	1	1	0.94052	0	5	0
0	201	0	1	1	0.967403	0	9	0
0	201	0	1	1	0.969128	0	6	0
0	201	0	1	1	0.890717	43	12	0
0	201	0	1	1	0.916707	1	10	0
0	201	0	1	1	0.957488	0	9	0
0	201	0	1	1	0.959622	0	6	0
0	201	0	1	1	0.976861	0	7	0
0	201	0	1	1	0.899724	0	12	0
0	201	0	1	1	0.952608	0	8	0
0	201	0	1	1	0.885521	0	10	0
0	201	0	1	1	0.929544	0	7	0
0	201	0	1	1	0.895543	0	7	0
0	201	0	1	1	0.912245	0	6	0
0	201	0	1	1	0.969243	0	8	0
0	201	0	1	1	0.928265	0	7	0
0	201	0	1	1	0.934591	0	7	0
0	201	0	1	1	0.939361	0	4	0
0	201	0	1	1	0.923644	0	7	0
0	201	0	1	1	0.814879	0	11	0
0	201	0	1	1	0.823517	0	11	0
0	201	0	1	1	0.779548	0	14	0
0	201	0	1	1	0.882307	0	9	0
0	201	0	1	1	0.842655	0	10	0
0	201	0	1	1	0.878281	0	11	0
0	201	0	1	1	0.849709	0	11	0
0	201	0	1	1	0.884578	0	10	0
0	201	0	1	1	0.86539	0	8	0
0	201	0	1	1	0.906923	0	9	0
0	201	0	1	1	0.877399	0	10	0
0	201	0	1	1	0.922373	1	3	0
0	201	0	1	1	0.960806	0	6	0
0	201	0	1	1	0.925229	0	11	0
0	201	0	1	1	0.930032	0	11	0
0	201	0	1	1	0.932689	0	8	0
0	201	0	1	1	0.902729	0	6	0
0	201	0	1	1	0.97118	0	5	0
0	201	0	1	1	0.880226	0	11	0
0	201	0	1	1	0.92033	1	8	0
0	201	0	1	1	0.927003	1	5	0
0	201	0	1	1	0.858132	0	11	0
0	201	0	1	1	0.928522	0	5	0
0	201	0	1	1	0.905015	0	9	0
0	201	0	1	1	0.895676	0	5	0
0	201	0	1	1	0.914644	0	3	0
0	201	0	1	1	0.884104	0	8	0
0	201	0	1	1	0.990231	16	4	0
0	201	0	1	1	0.999121	2	1	0
0	201	0	1	1	0.894337	0	5	0
0	201	0	1	1	0.919399	63	9	0
0	201	0	1	1	0.962827	0	7	0
0	201	0	1	1	0.953553	0	6	0
0	201	0	1	1	0.927853	0	8	0
0	201	0	1	1	0.933629	0	9	0
0	201	0	1	1	0.914782	1	10	0
0	201	0	1	1	0.87317	0	10	0
0	201	0	1	1	0.870853	12	10	0
0	201	0	1	1	0.903236	0	7	0
0	201	0	1	1	0.958846	0	7	0
0	201	0	1	1	0.919205	0	8	0
0	201	0	1	1	0.943236	0	5	0
0	201	0	1	1	0.965621	0	9	0
0	201	0	1	1	0.950966	0	7	0
0	201	0	1	1	0.94822	0	8	0
0	201	0	1	1	0.962879	0	7	0
0	201	0	1	1	0.930734	0	8	0
0	201	0	1	1	0.903608	0	8	0
0	201	0	1	1	0.896104	0	9	0
0	201	0	1	1	0.984206	2	3	0
0	201	0	1	1	0.959923	0	7	0
0	201	0	1	1	0.961646	0	5	0
0	201	0	1	1	0.900289	0	9	0
0	201	0	1	1	0.971463	0	3	0
0	201	0	1	1	0.935937	0	9	0
0	201	0	1	1	0.912525	0	11	0
0	201	0	1	1	0.974073	0	7	0
0	201	0	1	1	0.924796	0	9	0
0	201	0	1	1	0.940805	0	8	0
0	201	0	1	1	0.9446	0	9	0
0	201	0	1	1	0.974561	0	6	0
0	201	0	1	1	0.985699	0	4	0
0	201	0	1	1	0.93264	0	7	0
0	201	0	1	1	0.987239	1	2	0
0	201	0	1	1	0.918852	1	6	0
0	201	0	1	1	0.958537	27	7	0
0	201	0	1	1	0.940516	0	7	0
0	201	0	1	1	0.918668	0	7	0
0	201	0	1	1	0.89289	0	8	0
0	201	0	1	1	0.935104	2	5	0
0	201	0	1	1	0.929742	0	5	0
0	201	0	1	1	0.904926	53	9	0
0	201	0	1	1	0.985213	0	3	0
0	201	0	1	1	0.981965	0	4	0
0	201	0	1	1	0.976744	0	3	0
0	201	0	1	1	0.937312	23	8	0
0	201	0	1	1	0.974507	0	7	0
0	201	0	1	1	0.964379	0	6	0
0	201	0	1	1	0.968231	0	8	0
0	201	0	1	1	0.982593	0	4	0
0	201	0	1	1	0.949831	1	5	0
0	201	0	1	1	0.914957	0	12	0
0	201	0	1	1	0.922128	0	7	0
0	201	0	1	1	0.882536	0	11	0
0	201	0	1	1	0.910969	0	12	0
0	201	0	1	1	0.949133	0	7	0
0	201	0	1	1	0.95485	0	8	0
0	201	0	1	1	0.89648	2	6	0
0	201	0	1	1	0.854444	0	12	0
0	201	0	1	1	0.945949	0	8	0
0	201	0	1	1	0.838109	0	12	0
0	201	0	1	1	0.937338	0	8	0
0	201	0	1	1	0.971285	0	7	0
0	201	0	1	1	0.951031	0	7	0
0	201	0	1	1	0.932172	0	6	0
0	201	0	1	1	0.96287	3	5	0
0	201	0	1	1	0.96523	0	4	0
0	201	0	1	1	0.973277	0	7	0
0	201	0	1	1	0.9513	0	6	0
0	201	0	1	1	0.906204	22	9	0
0	201	0	1	1	0.947959	14	7	0
0	201	0	1	1	0.922676	0	8	0
0	201	0	1	1	0.951381	0	6	0
0	201	0	1	1	0.893824	0	10	0
0	201	0	1	1	0.982604	0	3	0
0	201	0	1	1	0.950678	0	5	0
0	201	0	1	1	0.977762	0	4	0
0	201	0	1	1	0.967205	0	4	0
0	201	0	1	1	0.976821	0	5	0
0	201	0	1	1	0.896433	0	10	0
0	201	0	1	1	0.933257	0	9	0
0	201	0	1	1	0.982869	0	7	0
0	201	0	1	1	0.808794	1	12	0
0	201	0	1	1	0.918284	0	8	0
0	201	0	1	1	0.969176	0	6	0
0	201	0	1	1	0.890929	0	9	0
0	201	0	1	1	0.94595	0	6	0
0	201	0	1	1	0.875807	0	12	0
0	201	0	1	1	0.876018	0	9	0
0	201	0	1	1	0.964085	0	5	0
0	201	0	1	1	0.98839	0	4	0
0	201	0	1	1	0.948906	72	7	0
0	201	0	1	1	0.96242	0	10	0
0	201	0	1	1	0.990564	7	8	0
0	201	0	1	1	0.990759	0	6	0
0	201	0	1	1	0.971234	7	9	0
0	201	0	1	1	0.933734	25	10	0
0	201	0	1	1	0.974536	0	12	0
0	201	0	1	1	0.983474	0	7	0
0	201	0	1	1	0.979104	0	5	0
0	201	0	1	1	0.94652	0	6	0
0	201	0	1	1	0.989608	0	6	0
0	201	0	1	1	0.94508	0	9	0
0	201	0	1	1	0.959326	0	11	0
0	201	0	1	1	0.993849	2	4	0
0	201	0	1	1	0.976641	0	7	0
0	201	0	1	1	0.91918	0	6	0
0	201	0	1	1	0.958806	0	6	0
0	201	0	1	1	0.930497	10	8	0
0	201	0	1	1	0.92305	1	11	0
0	201	0	1	1	0.911289	0	10	0
0	201	0	1	1	0.907756	14	9	0
0	201	0	1	1	0.929864	0	9	0
0	201	0	1	1	0.845361	0	12	0
0	201	0	1	1	0.880553	0	10	0
0	201	0	1	1	0.898503	0	10	0
0	201	0	1	1	0.972982	4	5	0
0	201	0	1	1	0.968681	53	4	0
0	201	0	1	1	0.937119	0	5	0
0	201	0	1	1	0.929124	0	9	0
0	201	0	1	1	0.937119	0	5	0
0	201	0	1	1	0.948677	0	8	0
0	201	0	1	1	0.928612	0	9	0
0	201	0	1	1	0.939171	0	8	0
0	201	0	1	1	0.894903	0	8	0
0	201	0	1	1	0.915908	0	10	0
0	201	0	1	1	0.954068	0	5	0
0	201	0	1	1	0.996576	0	2	0
0	201	0	1	1	0.900137	0	12	0
0	201	0	1	1	0.830798	0	13	0
0	201	0	1	1	0.940522	0	9	0
0	201	0	1	1	0.999567	0	1	0
0	201	0	1	1	0.957666	0	3	0
0	201	0	1	1	0.986785	0	2	0
0	201	0	1	1	0.948829	0	6	0
0	201	0	1	1	0.957549	57	2	0
0	201	0	1	1	0.965579	0	6	0
0	201	0	1	1	0.985383	0	5	0
0	201	0	1	1	0.927718	0	10	0
0	201	0	1	1	0.97522	0	3	0
0	201	0	1	1	0.931932	0	10	0
0	201	0	2	1	0.930209	0	9	0
0	201	0	2	1	0.959212	0	6	0
0	201	0	2	1	0.855383	0	10	0
0	201	0	2	1	0.939145	0	12	0
0	201	0	2	1	0.960021	0	7	0
0	201	0	2	1	0.874606	10	12	1
0	201	0	2	1	0.926239	1	12	0
0	201	0	2	1	0.920109	0	11	0
0	201	0	2	1	0.897325	35	15	0
0	201	0	2	1	0.938608	0	7	0
0	201	0	2	1	0.939408	0	10	0
0	201	0	2	1	0.938967	0	9	0
0	201	0	2	1	0.907091	8	13	0
0	201	0	2	1	0.911091	2	15	0
0	201	0	2	1	0.893059	0	14	0
0	201	0	2	1	0.933558	0	12	0
0	201	0	2	1	0.891268	10	12	0
0	201	0	2	1	0.918306	0	12	0
0	201	0	2	1	0.871573	0	17	0
0	201	0	2	1	0.900593	2	13	0
0	201	0	2	1	0.888573	0	12	0
0	201	0	2	1	0.881094	0	12	0
0	201	0	2	1	0.881854	0	14	0
0	201	0	2	1	0.849416	0	16	0
0	201	0	2	1	0.920552	0	13	0
0	201	0	2	1	0.921022	0	8	0
0	201	0	2	1	0.876347	0	13	0
0	201	0	2	1	0.878276	0	13	0
0	201	0	2	1	0.871546	1	14	0
0	201	0	2	1	0.900971	0	12	0
0	201	0	2	1	0.915272	0	12	0
0	201	0	2	1	0.950164	0	12	0
0	201	0	2	1	0.878225	6	15	0
0	201	0	2	1	0.922438	0	10	0
0	201	0	2	1	0.915681	1	13	0
0	201	0	2	1	0.935008	0	11	0
0	201	0	2	1	0.951767	2	10	0
0	201	0	2	1	0.89869	0	12	0
0	201	0	2	1	0.900974	0	14	0
0	201	0	2	1	0.89394	5	12	0
0	201	0	2	1	0.906398	3	11	0
0	201	0	2	1	0.925879	0	9	0
0	201	0	2	1	0.949496	0	9	0
0	201	0	2	1	0.950452	0	7	0
0	201	0	2	1	0.91183	27	12	0
0	201	0	2	1	0.906309	0	15	0
0	201	0	2	1	0.935999	0	10	0
0	201	0	2	1	0.908645	0	13	0
0	201	0	2	1	0.90612	0	13	0
0	201	0	2	1	0.834011	0	15	0
0	201	0	2	1	0.922305	0	12	0
0	201	0	2	1	0.87907	0	12	0
0	201	0	2	1	0.869766	0	14	0
0	201	0	2	1	0.888908	0	12	0
0	201	0	2	1	0.932727	0	8	0
0	201	0	2	1	0.894791	7	13	0
0	201	0	2	1	0.914128	0	13	0
0	201	0	2	1	0.871954	0	13	0
0	201	0	2	1	0.849539	3	15	0
0	201	0	2	1	0.892042	0	10	0
0	201	0	2	1	0.922783	0	13	0
0	201	0	2	1	0.892803	1	10	0
0	201	0	2	1	0.916826	0	10	0
0	201	0	2	1	0.871001	0	17	0
0	201	0	2	1	0.967409	0	6	0
0	201	0	2	1	0.918921	0	9	0
0	201	0	2	1	0.914661	0	10	0
0	201	0	2	1	0.923769	3	10	0
0	201	0	2	1	0.910468	0	7	0
0	201	0	2	1	0.905016	0	9	0
0	201	0	2	1	0.929359	0	7	0
0	201	0	2	1	0.945861	0	10	0
0	201	0	2	1	0.90532	0	12	0
0	201	0	2	1	0.964707	0	7	0
0	201	0	2	1	0.890771	0	10	0
0	201	0	2	1	0.896516	1	10	0
0	201	0	2	1	0.885085	0	12	0
0	201	0	2	1	0.87389	0	11	0
0	201	0	2	1	0.924116	0	10	0
0	201	0	2	1	0.914352	0	11	0
0	201	0	2	1	0.921173	0	11	0
0	201	0	2	1	0.891314	0	15	0
0	201	0	2	1	0.927209	0	10	0
0	201	0	2	1	0.867578	0	13	0
0	201	0	2	1	0.918995	0	11	0
0	201	0	2	1	0.860494	0	17	0
0	201	0	2	1	0.943303	0	8	0
0	201	0	2	1	0.903123	3	12	0
0	201	0	2	1	0.923723	0	16	0
0	201	0	2	1	0.932133	1	8	0
0	201	0	2	1	0.897726	0	13	0
0	201	0	2	1	0.923164	0	8	0
0	201	0	2	1	0.953087	0	8	0
0	201	0	2	1	0.930786	0	11	0
0	201	0	2	1	0.935371	0	8	0
0	201	0	2	1	0.90364	0	9	0
0	201	0	2	1	0.891298	0	12	0
0	201	0	2	1	0.920766	0	11	0
0	201	0	2	1	0.917803	0	10	0
0	201	0	2	1	0.865296	0	13	0
0	201	0	2	1	0.91979	0	9	0
0	201	0	2	1	0.890752	0	17	0
0	201	0	2	1	0.894936	0	12	0
0	201	0	2	1	0.894437	9	14	0
0	201	0	2	1	0.915156	0	11	0
0	201	0	2	1	0.863752	0	15	0
0	201	0	2	1	0.893799	13	14	0
0	201	0	2	1	0.905019	0	9	0
0	201	0	2	1	0.914675	0	9	0
0	201	0	2	1	0.903144	0	11	0
0	201	0	2	1	0.902257	0	12	0
0	201	0	2	1	0.949665	0	6	0
0	201	0	2	1	0.830218	0	12	0
0	201	0	2	1	0.93052	0	7	0
0	201	0	2	1	0.957139	0	7	0
0	201	0	2	1	0.908828	0	8	0
0	201	0	2	1	0.896772	0	13	0
0	201	0	2	1	0.947574	0	6	0
0	201	0	2	1	0.894597	0	14	0
0	201	0	2	1	0.894856	0	8	0
0	201	0	2	1	0.955888	0	9	0
0	201	0	2	1	0.911655	0	12	0
0	201	0	2	1	0.932238	0	13	0
0	201	0	2	1	0.926782	0	13	0
0	201	0	2	1	0.930038	0	13	0
0	201	0	2	1	0.897795	0	12	0
0	201	0	2	1	0.926092	1	9	0
0	201	0	2	1	0.922762	0	17	0
0	201	0	2	1	0.904398	0	13	0
0	201	0	2	1	0.935238	0	9	0
0	201	0	2	1	0.938693	0	8	0
0	201	0	2	1	0.917942	8	8	0
0	201	0	2	1	0.919771	4	10	0
0	201	0	2	1	0.882544	0	11	0
0	201	0	2	1	0.928914	0	8	0
0	201	0	2	1	0.911572	10	12	0
0	201	0	2	1	0.806654	0	17	0
0	201	0	2	1	0.920984	0	8	0
0	201	0	2	1	0.909246	21	7	0
0	201	0	2	1	0.936602	0	9	0
0	201	0	2	1	0.923962	0	9	0
0	201	0	2	1	0.843154	0	11	0
0	201	0	2	1	0.879499	0	12	0
0	201	0	2	1	0.863589	0	9	0
0	201	0	2	1	0.946014	2	7	0
0	201	0	2	1	0.880672	0	12	0
0	201	0	2	1	0.861477	0	13	0
0	201	0	2	1	0.853765	0	10	0
0	201	0	2	1	0.948838	2	4	0
0	201	0	2	1	0.959464	0	10	0
0	201	0	2	1	0.964223	0	7	0
0	201	0	2	1	0.93179	0	9	0
0	201	0	2	1	0.967867	0	5	0
0	201	0	2	1	0.933192	0	9	0
0	201	0	2	1	0.930904	0	13	0
0	201	0	2	1	0.928505	0	9	0
0	201	0	2	1	0.949276	0	9	0
0	201	0	2	1	0.913201	0	10	0
0	201	0	2	1	0.886329	0	14	0
0	201	0	2	1	0.902462	0	11	0
0	201	0	2	1	0.917018	0	13	0
0	201	0	2	1	0.951415	0	8	0
0	201	0	2	1	0.921226	0	11	0
0	201	0	2	1	0.951451	0	7	0
0	201	0	2	1	0.853097	0	12	0
0	201	0	2	1	0.951482	0	10	0
0	201	0	2	1	0.934254	40	11	0
0	201	0	2	1	0.914824	0	11	0
0	201	0	2	1	0.899376	0	16	0
0	201	0	2	1	0.940536	0	13	0
0	201	0	2	1	0.926204	0	11	0
0	201	0	2	1	0.897117	0	11	0
0	201	0	2	1	0.953581	0	11	0
0	201	0	2	1	0.908364	0	11	0
0	201	0	2	1	0.864356	0	13	0
0	201	0	2	1	0.905243	0	10	0
0	201	0	2	1	0.864466	0	11	0
0	201	0	2	1	0.933296	7	9	0
0	201	0	2	1	0.885215	37	10	0
0	201	0	2	1	0.892246	0	16	0
0	201	0	2	1	0.911381	2	10	0
0	201	0	2	1	0.932067	0	10	0
0	201	0	2	1	0.890303	0	10	0
0	201	0	2	1	0.887787	0	15	0
0	201	0	2	1	0.925042	0	7	0
0	201	0	2	1	0.904494	43	10	0
0	201	0	2	1	0.909593	0	11	0
0	201	0	2	1	0.876303	0	12	0
0	201	0	2	1	0.872167	0	12	0
0	201	0	2	1	0.947135	0	10	0
0	201	0	2	1	0.922812	0	12	0
0	201	0	2	1	0.955325	5	9	0
0	201	0	2	1	0.9401	0	10	0
0	201	0	2	1	0.934804	0	10	0
0	201	0	2	1	0.949938	0	12	0
0	201	0	2	1	0.949297	0	10	0
0	201	0	2	1	0.914453	0	10	0
0	201	0	2	1	0.904931	0	13	0
0	201	0	2	1	0.924077	0	15	0
0	201	0	2	1	0.93633	7	9	0
0	201	0	2	1	0.945407	1	10	0
0	201	0	2	1	0.934468	0	11	0
0	201	0	2	1	0.905286	3	13	0
0	201	0	2	1	0.909063	0	11	0
