rep	gen	x	y	Nf	Nm	W	Wstd	Homoz	Hstd	DelMut	DelMutSd
0	190	1	0	10	10	0.259561	0.0420807	0.7915	0.0216322	80.8	7.31847
0	190	1	1	10	10	0.272096	0.0475102	0.7554	0.0367918	87.15	5.11151
0	200	0	0	11	9	0.302134	0.0513837	0.7924	0.0617045	81.35	6.55191
0	200	0	1	16	6	0.262821	0.0343863	0.777818	0.0251028	85.0455	4.62677
0	200	1	0	5	14	0.29344	0.0322047	0.746842	0.0284425	86.4737	8.27405
0	200	1	1	14	9	0.25698	0.0374114	0.795913	0.0318828	84.6957	6.36181
0	210	0	0	7	6	0.24809	0.0348336	0.774615	0.0162932	88.5385	4.74934
0	210	0	1	11	7	0.235915	0.0369182	0.762778	0.0207004	94.5556	6.92196
0	210	1	0	10	10	0.290251	0.041118	0.7543	0.0336765	89.05	6.82257
0	210	1	1	11	9	0.229097	0.0383496	0.8044	0.020402	90.2	4.64327
0	220	0	0	10	11	0.278319	0.0451193	0.742857	0.0288878	92.8095	9.75226
0	220	0	1	12	5	0.273919	0.0480621	0.802353	0.0269835	88.5294	5.89234
0	220	1	0	8	10	0.253972	0.0281542	0.786222	0.0232941	85.7778	6.89247
0	220	1	1	7	14	0.246393	0.0377127	0.820952	0.0258023	87.0952	7.91566
0	230	0	0	11	11	0.22651	0.0378584	0.776091	0.0432686	98.8636	7.86994
0	230	0	1	12	4	0.267579	0.0254895	0.763	0.0642767	92.9375	12.3515
0	230	1	0	11	7	0.229516	0.0343377	0.794444	0.0142448	90.3889	6.28171
0	230	1	1	16	5	0.19019	0.0250745	0.810476	0.0308786	88.9524	7.88897
0	240	0	0	9	12	0.219641	0.0376458	0.791238	0.0201846	95.0476	5.98789
0	240	0	1	8	9	0.217243	0.0300401	0.771647	0.0199674	100.529	4.4999
0	240	1	0	4	5	0.283166	0.0457899	0.823333	0.0168655	92.4444	6.16642
0	240	1	1	5	8	0.182375	0.0274924	0.800615	0.0182863	96.2308	6.98519
0	250	0	0	2	3	0.225372	0.0263197	0.7068	0.0503206	109.2	13.3177
0	250	0	1	10	10	0.232109	0.016971	0.8057	0.0241849	93.25	7.02051
0	250	1	0	6	14	0.247045	0.0383863	0.855	0.0167392	91.75	6.33936
0	250	1	1	8	13	0.177662	0.0432278	0.811429	0.0651216	101.143	8.58174
0	260	0	0	3	6	0.220013	0.0454526	0.858667	0.0406831	91	10.3709
0	260	0	1	9	13	0.2117	0.0398053	0.791	0.039629	107.182	7.50537
0	260	1	0	6	1	0.185072	0.0357687	0.911714	0.00662709	92.2857	2.4908
0	260	1	1	2	7	0.223274	0.0206303	0.833556	0.00449966	99.2222	2.57241
0	270	0	0	9	3	0.169108	0.0312518	0.917333	0.0181537	99.3333	8.02427
0	280	0	0	0	1	0.187975	0	0.948	0	91	0
1	0	0	0	10	10	0.98375	0.0224552	0	0	1.05	0.920598
1	0	0	1	9	5	0.975427	0.0296498	0	0	1.28571	1.53197
1	0	1	0	13	14	0.989859	0.0127343	0	0	0.962963	0.792627
1	0	1	1	8	10	0.989752	0.0164927	0	0	0.833333	1.01379
1	10	0	0	8	9	0.837471	0.0709604	0.282941	0.0554389	8.17647	2.33226
1	10	0	1	9	11	0.871942	0.0493753	0.2695	0.0730859	7.6	2.22261
1	10	1	0	8	11	0.849882	0.034399	0.268947	0.0851188	10.7368	2.65255
1	10	1	1	8	7	0.808678	0.070552	0.295867	0.0535486	11.7333	2.64491
1	20	0	0	7	9	0.739009	0.0388123	0.5165	0.133082	16.125	2.66634
1	20	0	1	10	8	0.69819	0.0827818	0.373111	0.0421069	19.2778	3.33009
1	20	1	0	12	9	0.769659	0.049757	0.362381	0.221439	16.1905	2.77092
1	20	1	1	11	8	0.747055	0.0602776	0.367263	0.122466	15.4211	3.43842
1	30	0	0	5	9	0.573691	0.0938031	0.565429	0.0673432	21.7143	5.8728
1	30	0	1	7	14	0.602119	0.0773552	0.450095	0.0266224	26.3333	4.71405
1	30	1	0	10	11	0.753725	0.0801874	0.430667	0.0464895	21.7619	4.08137
1	30	1	1	9	10	0.653271	0.0643986	0.504316	0.064234	22.0526	3.88619
1	40	0	0	11	6	0.65448	0.0585442	0.664824	0.0344302	25.2353	2.73387
1	40	0	1	11	10	0.596353	0.0652808	0.410095	0.11132	33.1905	4.01923
1	40	1	0	14	8	0.585294	0.0601936	0.470545	0.0683924	26.6818	3.57245
1	40	1	1	4	9	0.533303	0.0586629	0.484769	0.0679934	29.2308	5.14638
1	50	0	0	9	8	0.682978	0.0732462	0.599882	0.200374	26.8824	3.92402
1	50	0	1	11	12	0.548626	0.0908311	0.451826	0.146515	35.7826	5.91943
1	50	1	0	10	9	0.557568	0.0983171	0.390842	0.0897067	36.0526	6.55723
1	50	1	1	11	14	0.630436	0.067625	0.3992	0.089226	31.72	4.11359
1	60	0	0	19	6	0.604869	0.0702575	0.46424	0.138746	38.84	5.22823
1	60	0	1	12	10	0.586333	0.0645244	0.409636	0.0943275	36	5.5922
1	60	1	0	3	11	0.577752	0.0831525	0.445429	0.0557516	39.7143	3.2388
1	60	1	1	6	14	0.613958	0.0635936	0.5269	0.0307472	34.5	2.13307
1	70	0	0	12	11	0.579131	0.0710778	0.476957	0.0693369	42.1304	5.11013
1	70	0	1	11	10	0.484388	0.0999792	0.492286	0.0687751	43.6667	5.65124
1	70	1	0	9	12	0.582266	0.0731839	0.520667	0.0533107	44.1905	4.21583
1	70	1	1	16	13	0.588125	0.048794	0.519931	0.113562	40.8276	6.64918
1	80	0	0	7	12	0.496878	0.0551601	0.508421	0.0303077	52.9474	3.15351
1	80	0	1	9	13	0.51452	0.0687251	0.483909	0.0598649	50.3636	6.16106
1	80	1	0	9	11	0.550037	0.0710607	0.5329	0.0853123	44.6	4.57602
1	80	1	1	10	9	0.555524	0.0502445	0.532526	0.0522498	44	6.51314
1	90	0	0	7	11	0.435334	0.0588636	0.551222	0.0528862	53.9444	6.00437
1	90	0	1	7	9	0.466074	0.0985811	0.522375	0.0258478	52.8125	6.94819
1	90	1	0	13	12	0.497133	0.0592489	0.55728	0.0725532	49.04	6.44037
1	90	1	1	11	9	0.47855	0.0519115	0.519	0.0768856	54.85	5.18917
1	100	0	0	12	11	0.473719	0.0698338	0.575652	0.0632363	55	6.48074
1	100	0	1	14	6	0.510409	0.0574619	0.5983	0.057925	55.05	4.32984
1	100	1	0	11	9	0.392253	0.0804279	0.6031	0.0383013	56.85	6.53663
1	100	1	1	7	15	0.437322	0.0616286	0.579455	0.0500588	56.4545	5.32342
1	110	0	0	13	13	0.430484	0.0534214	0.570538	0.0319016	64.2692	5.28829
1	110	0	1	10	8	0.424027	0.0555598	0.611667	0.0543006	64.4444	6.938
1	110	1	0	7	10	0.402548	0.0595649	0.596824	0.0472593	65.5294	5.49992
1	110	1	1	8	9	0.43203	0.0544746	0.618588	0.0268044	63.2941	5.61264
1	120	0	0	8	12	0.368477	0.0472837	0.6036	0.0650557	68.65	7.28886
1	120	0	1	5	13	0.486385	0.0478857	0.68	0.0496387	56.7222	6.40144
1	120	1	0	9	10	0.465371	0.067862	0.598211	0.0410386	62.6316	4.14488
1	120	1	1	9	4	0.422059	0.0420268	0.550308	0.0262162	67.9231	5.99309
1	130	0	0	11	9	0.379778	0.0729362	0.6343	0.0471223	62.95	3.98089
1	130	0	1	15	8	0.435139	0.0580712	0.692435	0.0530331	60.6957	5.41684
1	130	1	0	11	9	0.404896	0.0817075	0.638	0.0699057	61.2	4.8949
1	130	1	1	14	7	0.440548	0.0618997	0.621619	0.0365493	64.1429	6.80536
1	140	0	0	10	12	0.384085	0.0561963	0.659909	0.0433316	66.5909	8.87109
1	140	0	1	12	9	0.434499	0.0588707	0.617143	0.0338094	64.9524	8.57725
1	140	1	0	12	12	0.378754	0.0625057	0.65225	0.0584532	66.4583	5.25182
1	140	1	1	10	14	0.421945	0.0446093	0.638667	0.0468888	62.25	8.08419
1	150	0	0	15	3	0.423483	0.0422959	0.645667	0.0341776	67	5.67646
1	150	0	1	4	5	0.439421	0.0572244	0.668222	0.0230062	63.3333	7.33333
1	150	1	0	11	15	0.369218	0.0650326	0.658846	0.044387	67.3077	6.25588
1	150	1	1	8	14	0.377551	0.0525816	0.669455	0.0176757	65.9545	6.47707
1	160	0	0	9	9	0.437743	0.0494778	0.660667	0.0444472	64.5	5.55028
1	160	0	1	9	12	0.396893	0.0566545	0.697143	0.0323468	66.381	5.55043
1	160	1	0	11	9	0.398783	0.0498467	0.6517	0.0346137	70.25	6.80349
1	160	1	1	12	11	0.472549	0.0486464	0.694522	0.0263437	58.9565	4.51546
1	170	0	0	9	14	0.428761	0.0392502	0.675739	0.0424604	69.3913	6.09875
1	170	0	1	7	12	0.343219	0.054087	0.720526	0.041294	70.3684	7.21264
1	170	1	0	6	5	0.440953	0.0437652	0.695636	0.0396605	65.1818	4.13012
1	170	1	1	14	6	0.401531	0.0619221	0.6971	0.0275498	68.25	10.2219
1	180	0	0	8	12	0.378988	0.0489808	0.682	0.0324222	74.1	6.39453
1	180	0	1	9	13	0.355727	0.0430667	0.692455	0.027915	75.7273	4.49426
1	180	1	0	5	5	0.446417	0.03689	0.6686	0.0218916	70.4	5.88558
1	180	1	1	17	13	0.386013	0.049342	0.703267	0.0434587	71.1333	6.09772
1	190	0	0	11	6	0.418219	0.0584763	0.697647	0.0191002	76.7647	6.53074
1	190	0	1	10	13	0.342277	0.0545799	0.69487	0.0375596	78.8261	8.77572
1	190	1	0	4	9	0.381017	0.0843973	0.689538	0.030866	75.3077	6.06864
1	190	1	1	10	10	0.389231	0.0700548	0.7083	0.0288532	72.65	5.69451
1	200	0	0	10	11	0.382315	0.0452444	0.696095	0.0261459	71.5238	6.36672
1	200	0	1	11	11	0.388493	0.0596294	0.703818	0.024218	77.0909	4.25237
1	200	1	0	9	8	0.362902	0.0639515	0.718353	0.0405331	78.8824	7.78296
1	200	1	1	9	13	0.3518	0.0566862	0.708091	0.0356777	78.5455	7.78534
1	210	0	0	8	11	0.319522	0.0591722	0.736105	0.0296327	78.3684	6.15767
1	210	0	1	9	8	0.355817	0.064754	0.721294	0.0243884	76.5882	6.02015
1	210	1	0	9	10	0.325411	0.052771	0.739158	0.0545925	75.2105	6.67737
1	210	1	1	10	7	0.354463	0.0722086	0.725882	0.0357012	80.6471	6.89366
1	220	0	0	9	14	0.374792	0.0497988	0.748348	0.0428573	72.1739	7.89415
1	220	0	1	7	13	0.323424	0.0472163	0.7427	0.0273881	78.6	7.45252
1	220	1	0	11	8	0.312823	0.0453926	0.728632	0.0237181	81.4737	6.54835
1	220	1	1	9	6	0.381822	0.0592376	0.792	0.0383875	70.4	4.42418
1	230	0	0	12	8	0.354668	0.0596784	0.7453	0.0398511	78.65	6.65038
1	230	0	1	13	9	0.368429	0.06494	0.765727	0.0403183	73.7273	6.73648
1	230	1	0	11	10	0.385552	0.0397453	0.758381	0.0362143	72.9048	4.53457
1	230	1	1	10	13	0.393595	0.060474	0.82287	0.0380655	68.3913	5.91049
1	240	0	0	7	11	0.399536	0.043483	0.764222	0.022646	74.6667	6.19139
1	240	0	1	11	13	0.37394	0.0607303	0.77525	0.0281769	76.0417	5.38887
1	240	1	0	11	11	0.360495	0.0448307	0.757182	0.0274866	79.1364	4.28841
1	240	1	1	7	12	0.371391	0.0550538	0.770842	0.0292021	75.8947	6.9274
1	250	0	0	12	7	0.295858	0.0432915	0.759684	0.022443	87.5789	5.43203
1	250	0	1	9	9	0.342347	0.0420097	0.756667	0.0242945	82.5556	4.31048
1	250	1	0	14	7	0.277943	0.0523001	0.765333	0.0314738	90.2381	5.78096
1	250	1	1	12	9	0.399106	0.0583106	0.765619	0.0317347	72.3333	7.48544
1	260	0	0	9	8	0.330219	0.0495618	0.752	0.0207393	82.7647	6.33876
1	260	0	1	13	6	0.304957	0.0563788	0.778737	0.0212673	83.1053	6.85868
1	260	1	0	11	14	0.304843	0.053553	0.778	0.0264968	83.72	5.84137
1	260	1	1	10	10	0.362616	0.0561259	0.7607	0.013918	82	6.36396
1	270	0	0	11	9	0.308505	0.0445862	0.7772	0.0244082	92.5	8.33367
1	270	0	1	8	11	0.339343	0.057563	0.782947	0.0203275	82.6316	7.67231
1	270	1	0	7	8	0.294362	0.0424535	0.7768	0.0263494	87.5333	5.87499
1	270	1	1	9	8	0.335148	0.0282843	0.787765	0.0256848	81.9412	6.79507
1	280	0	0	13	10	0.292136	0.0470562	0.788522	0.0203467	87.8696	5.9877
1	280	0	1	8	7	0.279394	0.0579533	0.802933	0.0253074	84.4	5.73643
1	280	1	0	6	13	0.292156	0.0675949	0.790947	0.0181962	86	6.80557
1	280	1	1	9	12	0.262719	0.043548	0.781143	0.0191592	89.7619	6.65407
1	290	0	0	9	7	0.270124	0.0577801	0.801625	0.0251318	92.25	4.94343
1	290	0	1	5	8	0.263597	0.0524279	0.790769	0.0138905	95.4615	7.3758
1	290	1	0	7	10	0.277539	0.061175	0.801059	0.0279168	85.6471	6.28669
1	290	1	1	9	11	0.290862	0.0425597	0.7694	0.0210057	96.8	6.73498
1	300	0	0	6	9	0.271077	0.0479442	0.819067	0.0281886	94	5.81951
1	300	0	1	9	11	0.257064	0.0571314	0.7964	0.0239633	95.9	7.26567
1	300	1	0	9	9	0.277514	0.0556839	0.804778	0.0253784	93	6.60808
1	300	1	1	9	11	0.294523	0.0596061	0.8053	0.0187326	90.8	3.69594
1	310	0	0	9	6	0.234262	0.0583281	0.829733	0.0200648	93.2	7.67854
1	310	0	1	9	12	0.270283	0.0411167	0.815429	0.0223832	87.619	6.52085
1	310	1	0	11	11	0.251273	0.062905	0.840909	0.0245225	89.6364	7.06815
1	310	1	1	5	7	0.319809	0.0478766	0.817833	0.00914543	84.75	7.25862
1	320	0	0	11	8	0.265178	0.0479215	0.808421	0.0319446	96.4737	7.46478
1	320	0	1	12	9	0.276838	0.0332601	0.858381	0.0139061	85.5714	5.01969
1	320	1	0	9	8	0.302467	0.0380112	0.790824	0.0196924	93.9412	6.32893
1	320	1	1	15	9	0.316826	0.0357011	0.845583	0.0430928	83.7083	11.0998
1	330	0	0	11	8	0.250061	0.042746	0.837368	0.0243488	93.1053	7.30461
1	330	0	1	7	3	0.232399	0.0302066	0.8762	0.0344842	94	9.19783
1	330	1	0	6	9	0.275729	0.034553	0.8004	0.0191444	95.2667	5.43405
1	330	1	1	16	7	0.269928	0.0504775	0.879652	0.0147754	82.8261	4.40012
1	340	0	0	12	8	0.259402	0.0400869	0.8146	0.0332271	101.55	5.20072
1	340	0	1	10	6	0.208894	0.0302087	0.84675	0.0306339	98	6.53835
1	340	1	0	11	8	0.308584	0.03278	0.812316	0.0191423	93.4737	8.29945
1	340	1	1	12	10	0.282458	0.0439343	0.849364	0.0239043	88.9545	3.44406
1	350	0	0	10	7	0.271427	0.0342856	0.832471	0.0266439	95.5882	5.8012
1	350	0	1	5	17	0.263346	0.0371262	0.817818	0.0289382	96.0909	5.43481
1	350	1	0	8	8	0.280898	0.040773	0.83925	0.0215392	87.1875	5.93947
1	350	1	1	14	5	0.303589	0.0470033	0.829684	0.0235328	88.1053	6.21454
1	360	0	0	14	3	0.296041	0.0336075	0.814471	0.0274529	94.1765	10.0834
1	360	0	1	13	7	0.275142	0.0419763	0.8216	0.0252713	94.05	6.2488
1	360	1	0	7	9	0.281403	0.0429027	0.807	0.0356651	91.75	5.80409
1	360	1	1	15	8	0.312546	0.0410813	0.851478	0.0212498	86.5652	5.37163
1	370	0	0	8	12	0.253319	0.0334689	0.8037	0.0152876	94	5.2915
1	370	0	1	10	16	0.270389	0.0391468	0.835231	0.0131976	94.5	6.66939
1	370	1	0	8	11	0.25203	0.0343195	0.830842	0.0416669	90.8947	5.91069
1	370	1	1	3	5	0.259828	0.0399002	0.839	0.0340294	90.875	6.95409
1	380	0	0	12	8	0.254032	0.0450737	0.8221	0.0316068	90.35	6.53663
1	380	0	1	10	8	0.239854	0.0468158	0.846	0.0112546	91.5	4.9357
1	380	1	0	16	8	0.275079	0.0526941	0.820167	0.0267452	88.125	5.5925
1	380	1	1	7	12	0.260173	0.0251803	0.839263	0.0258352	92.8421	5.01853
1	390	0	0	13	6	0.250321	0.0354896	0.823053	0.0196106	96.3158	5.51603
1	390	0	1	10	6	0.272158	0.029547	0.81875	0.0272935	95.1875	7.29913
1	390	1	0	12	8	0.24372	0.0291341	0.8216	0.0258503	93.35	4.7987
1	390	1	1	11	10	0.251682	0.0424534	0.820857	0.0261102	96.0952	5.7562
1	400	0	0	6	16	0.256137	0.0416576	0.850273	0.016374	95.8636	6.64212
1	400	0	1	8	10	0.236788	0.0318517	0.832556	0.0140761	99.2778	7.1009
1	400	1	0	11	13	0.25644	0.0270797	0.826	0.0187617	97.7083	5.08658
1	400	1	1	5	8	0.223501	0.0319582	0.846154	0.0126116	99.6923	6.30488
1	410	0	0	8	11	0.280432	0.0257695	0.821579	0.0175149	95.2105	5.85418
1	410	0	1	8	11	0.244035	0.0297555	0.825053	0.0148305	101.895	7.81964
1	410	1	0	8	11	0.289146	0.0241395	0.822947	0.035144	94	4.94177
1	410	1	1	1	0	0.292823	0	0.814	0	99	0
1	420	0	0	12	9	0.282398	0.0458178	0.823238	0.0238924	93.3333	5.78449
1	420	0	1	7	10	0.225169	0.0317033	0.851059	0.0306258	105	6.51695
1	420	1	0	10	7	0.254782	0.0296987	0.843294	0.0247713	95.6471	5.17848
1	420	1	1	0	1	0.249042	0	0.772	0	104	0
1	430	0	0	14	8	0.246539	0.0272378	0.862182	0.0218583	102.818	6.04255
1	430	0	1	1	1	0.197693	0.0546019	0.867	0.019	106	3
1	430	1	0	8	8	0.216969	0.0300308	0.85	0.0171318	100.125	5.91476
1	430	1	1	1	2	0.217753	0.0118793	0.87	0.0145144	104.667	2.62467
1	440	0	0	5	4	0.197032	0.0184177	0.861333	0.0166533	103.667	4.94413
1	440	0	1	14	6	0.193783	0.0380617	0.8865	0.0162096	103.4	5.89406
1	440	1	0	0	1	0.227826	0	0.822	0	99	0
1	440	1	1	0	1	0.197523	0	0.88	0	106	0
1	450	0	0	5	1	0.174695	0.028388	0.858667	0.0206452	110	2
1	450	0	1	14	7	0.181666	0.0258096	0.879143	0.0105211	104.476	6.16147
2	0	0	0	17	12	0.987868	0.0139116	0	0	1	1.11417
2	0	0	1	9	6	0.985573	0.0202749	0	0	0.933333	0.771722
2	0	1	0	6	6	0.987085	0.022178	0	0	0.583333	0.862007
2	0	1	1	9	5	0.981891	0.0159829	0	0	1.42857	1.04978
2	10	0	0	7	14	0.860736	0.0606975	0.239429	0.0662582	8.85714	2.86665
2	10	0	1	9	11	0.862045	0.0522995	0.2796	0.0903473	10	3.08221
2	10	1	0	5	12	0.811818	0.0467913	0.214	0.0992157	12.4118	2.4509
2	10	1	1	7	9	0.864632	0.0576352	0.275875	0.11169	9.25	2.63391
2	20	0	0	12	11	0.784707	0.0574906	0.407739	0.0887758	15.2174	3.63505
2	20	0	1	10	7	0.757436	0.0459786	0.512588	0.0512928	14.2941	2.65163
2	20	1	0	13	13	0.718306	0.0755327	0.326077	0.146357	17.8462	2.24794
2	20	1	1	9	15	0.774614	0.0654501	0.506417	0.147245	16.5	2.64575
2	30	0	0	14	13	0.689326	0.0731399	0.506963	0.0907604	20.963	3.32757
2	30	0	1	11	8	0.703196	0.0784454	0.471474	0.0252302	22.6316	2.99492
2	30	1	0	10	10	0.675842	0.0733241	0.5331	0.0473095	24.1	2.96479
2	30	1	1	15	15	0.718621	0.0574981	0.6228	0.0261361	21.2	4.21426
2	40	0	0	8	10	0.70835	0.0527868	0.558667	0.050964	23.2222	3.34258
2	40	0	1	14	4	0.613418	0.0751841	0.607667	0.0493254	27.2222	3.48896
2	40	1	0	12	7	0.620392	0.0712633	0.486	0.0247769	29.1579	3.66007
2	40	1	1	13	7	0.667067	0.0595998	0.7035	0.146878	23.6	4.42041
2	50	0	0	15	8	0.565944	0.0700007	0.685217	0.0237211	27.6522	3.70204
2	50	0	1	16	6	0.54965	0.0868246	0.587545	0.142526	36.5	4.72662
2	50	1	0	5	12	0.510572	0.0478919	0.641176	0.0346346	39.0588	4.23529
2	50	1	1	9	10	0.589866	0.0659439	0.679158	0.142065	31.4211	5.08161
2	60	0	0	9	11	0.574104	0.0767293	0.5905	0.127315	35.1	6.27615
2	60	0	1	11	10	0.55769	0.0767539	0.450571	0.0657532	42.4286	4.14696
2	60	1	0	7	9	0.508303	0.0811297	0.616875	0.0624178	41.6875	3.86844
2	60	1	1	11	6	0.519815	0.0891997	0.754	0.0380959	34.1765	5.30522
2	70	0	0	7	10	0.529692	0.0716299	0.758118	0.0248522	30.4118	4.43328
2	70	0	1	5	14	0.455126	0.0647841	0.630632	0.0533432	47.4211	4.20921
2	70	1	0	10	11	0.473765	0.0606735	0.725619	0.0238137	42.4762	2.98598
2	70	1	1	13	11	0.418251	0.0618123	0.787917	0.022535	38	3.34166
2	80	0	0	8	12	0.5369	0.0650934	0.692	0.0281922	35.15	3.63696
