rep	gen	x	y	s	h	freq
0	200	0	8	0.0291871	0.339328	0.00909091
0	200	0	8	0.0413724	0.114327	0.00909091
0	200	0	8	0.0137489	0.653609	0.00909091
0	200	0	8	0.0542615	0.143075	0.190909
0	200	0	8	0.0507998	0.564036	0.209091
0	200	0	8	0.0171893	0.166486	0.00909091
0	200	0	8	0.0645578	0.346	0.0363636
0	200	0	8	0.00224252	0.918182	0.0727273
0	200	0	8	0.0211839	0.375256	0.781818
0	200	0	8	0.0808815	0.559127	0.0454545
0	200	0	8	0.053355	0.0778223	0.00909091
0	200	0	8	0.0610087	0.265774	0.109091
0	200	0	8	0.0173402	0.747208	0.0818182
0	200	0	8	0.0393978	0.0620428	0.209091
0	200	0	8	0.0145285	0.367303	0.272727
0	200	0	8	0.0569482	0.507824	0.0181818
0	200	0	8	0.073806	0.574871	0.00909091
0	200	0	8	0.0394582	0.694182	0.00909091
0	200	0	8	0.0147927	0.574569	0.00909091
0	200	0	8	0.0263187	0.664141	0.00909091
0	200	0	8	0.0586098	0.633089	0.00909091
0	200	0	8	0.0928535	0.185478	0.281818
0	200	0	8	0.0294613	0.0164573	0.0272727
0	200	0	8	0.017699	0.0654457	0.0818182
0	200	0	9	0.0052257	0.43322	0.00862069
0	200	0	9	0.0149468	0.810191	0.405172
0	200	0	9	0.0434851	0.602233	0.0775862
0	200	0	9	0.0300964	0.12656	0.0862069
0	200	0	9	0.0395068	0.0119349	0.00862069
0	200	0	9	0.0197594	0.848916	1
0	200	0	9	0.00155068	0.754662	0.12069
0	200	0	9	0.0490922	0.25391	0.637931
0	200	0	9	0.006938	0.772544	0.0172414
0	200	0	9	0.0203098	0.426687	0.767241
0	200	0	9	0.00277509	0.133509	0.00862069
0	200	0	9	0.100678	0.254335	0.00862069
0	200	0	9	0.0692643	0.588627	0.0172414
0	200	0	9	0.0108618	0.911563	0.0517241
0	200	0	9	0.0884483	0.242326	0.00862069
0	200	0	9	0.0406988	0.0232116	0.0775862
0	200	0	9	0.00204798	0.121948	0.344828
0	200	0	9	0.0461068	0.194699	0.0344828
0	200	0	9	0.0359622	0.310785	0.646552
0	200	0	9	0.00385954	0.711584	0.0344828
0	200	0	9	0.0554747	0.422619	0.0517241
0	200	0	9	0.033354	0.736081	0.0172414
0	200	0	9	0.02371	0.49168	0.439655
0	200	0	9	0.0358282	0.188709	0.336207
0	200	0	9	0.0209151	0.335502	0.465517
0	200	0	9	0.00354916	0.5711	0.0258621
0	200	0	9	0.0352166	0.178957	0.0172414
0	200	0	9	0.00386237	0.547203	0.318966
0	200	0	9	0.0236555	0.173974	0.0344828
0	200	0	9	0.0231438	0.722341	0.0258621
0	200	0	9	0.169952	0.142313	0.00862069
0	200	0	9	0.0904516	0.0926073	0.103448
0	200	0	10	0.0289975	0.790124	0.00980392
0	200	0	10	0.0101243	0.366231	0.00980392
0	200	0	10	0.048733	0.646737	0.00980392
0	200	0	10	2.10095e-05	0.209139	1
0	200	0	10	0.0237964	0.0401969	0.0294118
0	200	0	10	0.133493	0.347838	0.637255
0	200	0	10	0.0048028	0.740939	0.0784314
0	200	0	10	0.0216963	0.721896	0.0294118
0	200	0	10	0.000827548	0.390051	0.00980392
0	200	0	10	0.173322	0.266996	0.137255
0	200	0	10	0.0875168	0.0405014	0.617647
0	200	0	10	0.0284507	0.652103	0.254902
0	200	0	10	0.0667268	0.0503252	0.107843
0	200	0	10	0.0189297	0.263822	0.0882353
0	200	0	10	0.0372777	0.287078	0.00980392
0	200	0	10	0.0210921	0.0109851	0.176471
0	200	0	10	0.0787392	0.150056	0.00980392
0	200	0	10	0.0680112	0.360474	0.313725
0	200	0	10	0.0978562	0.0506094	0.0980392
0	200	0	10	0.0121621	0.23897	0.421569
0	200	0	10	0.0106463	0.185613	0.0980392
0	200	0	10	0.0464941	0.0316573	0.0392157
0	200	0	10	0.0323964	0.0752513	0.00980392
0	200	0	10	0.0813625	0.017611	0.617647
0	200	0	10	0.000246892	0.822703	0.539216
0	200	0	10	0.0965131	0.180423	0.0392157
0	200	0	10	0.101951	0.10498	0.0588235
0	200	0	10	0.0104322	0.134527	0.00980392
0	200	0	10	0.00249552	0.976427	0.0686275
0	200	0	10	0.0173009	0.841384	0.0980392
0	200	0	10	0.0573942	0.0341867	0.0686275
0	200	0	10	0.0134247	0.785369	0.0490196
0	200	0	10	0.0529985	0.627996	0.0588235
0	200	0	10	0.0293105	0.531885	0.00980392
0	200	0	11	0.0451388	0.501194	0.186275
0	200	0	11	0.0054434	0.751504	0.0490196
0	200	0	11	0.0516587	0.54944	0.137255
0	200	0	11	0.126244	0.211274	0.117647
0	200	0	11	0.0284652	0.182174	0.00980392
0	200	0	11	0.00925858	0.66984	0.45098
0	200	0	11	0.0112704	0.41951	0.0980392
0	200	0	11	0.00192228	0.891773	0.00980392
0	200	0	11	0.0249181	0.0321198	0.843137
0	200	0	11	0.125276	0.0793551	0.235294
0	200	0	11	0.0445892	0.651537	0.0196078
0	200	0	11	0.00944007	0.471069	1
0	200	0	11	0.144583	0.320024	0.0686275
0	200	0	11	0.0722864	0.264293	0.0196078
0	200	0	11	0.113312	0.0942051	0.0294118
0	200	0	11	0.064675	0.534917	0.0196078
0	200	0	11	0.033855	0.779007	0.00980392
0	200	0	11	0.0478399	0.266063	0.509804
0	200	0	11	0.0119817	0.858847	0.0490196
0	200	0	11	0.00236761	0.794613	0.588235
0	200	0	11	0.0145211	0.768419	0.735294
0	200	0	11	0.00728207	0.0521343	0.00980392
0	200	0	11	0.0180818	0.656748	0.0490196
0	200	0	11	0.017377	0.186585	0.264706
0	200	0	11	0.0139343	0.852001	0.00980392
0	200	0	11	0.0416592	0.291859	0.235294
0	200	0	11	0.1365	0.18033	0.0490196
0	200	0	11	0.108313	0.142594	0.0588235
0	200	0	11	0.253152	0.162467	0.0196078
0	200	0	11	0.00335328	0.0821857	1
0	200	0	11	0.103665	0.0861539	0.0196078
0	200	0	11	0.0353691	0.105829	0.0392157
0	200	0	11	0.0794496	0.411797	0.0392157
0	200	0	11	0.0215508	0.318631	0.00980392
0	200	0	11	0.189673	0.0484949	0.00980392
0	200	0	12	0.0176897	0.141077	0.016129
0	200	0	12	0.00117134	0.131347	0.209677
0	200	0	12	0.018028	0.0485662	0.0403226
0	200	0	12	0.0236746	0.414053	0.959677
0	200	0	12	0.0358947	0.0764903	0.112903
0	200	0	12	0.183757	0.279835	0.00806452
0	200	0	12	0.00740769	0.133765	0.556452
0	200	0	12	0.0851894	0.285754	0.145161
0	200	0	12	0.0323872	0.334974	1
0	200	0	12	0.099661	0.00768816	0.177419
0	200	0	12	0.0199943	0.793874	0.0967742
0	200	0	12	0.0111377	0.306579	0.0725806
0	200	0	12	0.00395162	0.9223	0.016129
0	200	0	12	0.149654	0.291892	0.00806452
0	200	0	12	0.0159961	0.579865	0.0241935
0	200	0	12	0.114969	0.266068	0.0241935
0	200	0	12	0.0581132	0.36301	0.782258
0	200	0	12	0.00731274	0.373471	0.00806452
0	200	0	12	0.109137	0.219044	0.0725806
0	200	0	12	0.0672954	0.178296	0.0241935
0	200	0	12	0.0153797	0.172553	0.806452
0	200	0	12	0.0188085	0.233658	0.0483871
0	200	0	12	0.0181345	0.822409	0.00806452
0	200	0	12	0.00290195	0.0430352	0.00806452
0	200	0	12	0.0911892	0.413225	0.0403226
0	200	0	12	0.0249807	0.00809858	0.153226
0	200	0	12	0.031786	0.405655	0.701613
0	200	0	12	0.0809835	0.473127	0.0645161
0	200	0	12	0.011848	0.0307954	0.725806
0	200	0	12	0.0438071	0.627145	0.0483871
0	200	0	12	0.0918136	0.250358	0.00806452
0	200	0	12	0.043188	0.192543	0.0322581
0	200	0	13	0.0330182	0.00650279	0.0131579
0	200	0	13	0.0834004	0.187367	0.0131579
0	200	0	13	0.00739308	0.0360443	0.381579
0	200	0	13	0.0365151	0.739429	0.118421
0	200	0	13	0.00396838	0.928315	0.0131579
0	200	0	13	0.0511496	0.113593	0.0921053
0	200	0	13	0.0630973	0.34401	0.0789474
0	200	0	13	0.0831198	0.0634151	0.0657895
0	200	0	13	0.0115205	0.650543	0.0789474
0	200	0	13	0.0034528	0.395736	0.0131579
0	200	0	13	0.088176	0.297938	0.210526
0	200	0	13	0.0822209	0.397951	0.0526316
0	200	0	13	0.00623975	0.649426	0.197368
0	200	0	13	0.0255299	0.728441	0.0131579
0	200	0	13	0.07075	0.286662	0.0131579
0	200	0	13	0.00294376	0.494627	0.0263158
0	200	0	13	0.0435566	0.179368	0.315789
0	200	0	13	0.00115492	0.570081	0.0263158
0	200	0	13	0.0755367	0.331086	0.0263158
0	200	0	13	0.0378628	0.40684	0.0657895
0	200	0	13	0.0276832	0.289865	0.342105
0	200	0	13	0.0535596	0.53224	0.0131579
0	200	0	13	0.132237	0.0292015	0.0394737
0	200	0	13	0.00114055	0.262959	0.0131579
0	200	0	13	0.0301632	0.0189785	0.0131579
0	200	0	13	0.0200821	0.216376	0.513158
0	200	0	13	0.0353965	0.296995	0.0131579
0	200	0	13	0.0714056	0.000426025	0.776316
0	200	0	13	0.026518	0.201597	0.0131579
0	200	0	13	0.0199913	0.223967	0.0394737
0	200	0	13	0.0670015	0.0218409	0.210526
0	200	0	13	0.0407862	0.312736	0.0131579
0	200	0	14	0.0310254	0.111387	0.436364
0	200	0	14	0.0442774	0.354188	0.336364
0	200	0	14	0.145899	0.112169	0.0454545
0	200	0	14	0.0548725	0.436572	0.381818
0	200	0	14	0.00164257	0.330189	0.0181818
0	200	0	14	0.0272198	0.445712	0.00909091
0	200	0	14	0.0508263	0.0646119	0.218182
0	200	0	14	0.0909294	0.229201	0.00909091
0	200	0	14	0.0880845	0.34138	0.00909091
0	200	0	14	0.0577283	0.0860355	0.00909091
0	200	0	14	0.0560768	0.0573192	0.0545455
0	200	0	14	0.0123907	0.356191	0.109091
0	200	0	14	0.00782857	0.60036	0.00909091
0	200	0	14	0.0036541	0.330977	0.427273
0	200	0	14	0.0305736	0.65713	0.0909091
0	200	0	14	0.0142758	0.149847	0.127273
0	200	0	14	0.00871522	0.375655	0.0181818
0	200	0	14	0.0292484	0.244073	0.00909091
0	200	0	14	0.0277518	0.833083	0.0181818
0	200	0	14	0.0275949	0.150409	0.163636
0	200	0	14	0.016581	0.715532	0.163636
0	200	0	14	0.0443356	0.688707	0.0454545
0	200	0	14	0.0741414	0.437933	0.0727273
0	200	0	14	0.0145234	0.72882	0.0363636
0	200	0	14	0.0299696	0.747222	0.0363636
0	200	0	14	0.0442197	0.1522	0.00909091
0	200	0	14	0.0266884	0.562772	0.0818182
0	200	0	14	0.00850069	0.113401	0.172727
0	200	0	14	0.0460793	0.068811	0.0272727
0	200	0	14	0.0980063	0.356126	0.00909091
0	200	0	14	0.0795482	0.308018	0.00909091
0	200	0	14	0.0254607	0.739232	0.0272727
0	200	0	14	0.0529155	0.239965	0.0454545
0	200	0	14	0.00324937	0.347929	0.127273
0	200	0	14	0.04078	0.424023	0.0636364
0	200	0	14	0.0109946	0.0543964	1
0	200	0	14	0.114131	0.231853	0.00909091
0	200	0	15	0.0764305	0.1316	0.075
0	200	0	15	0.0977209	0.307688	0.00833333
0	200	0	15	0.110034	0.111791	0.00833333
0	200	0	15	0.0112442	0.314178	0.025
0	200	0	15	0.060595	0.0908472	0.241667
0	200	0	15	0.0260825	0.742073	0.00833333
0	200	0	15	0.158782	0.0122363	0.00833333
0	200	0	15	0.0477811	0.634829	0.25
0	200	0	15	0.00553853	0.0313888	0.0916667
0	200	0	15	0.00176287	0.162012	0.025
0	200	0	15	0.00296759	0.85686	0.00833333
0	200	0	15	0.0248195	0.361473	0.0416667
0	200	0	15	0.0571519	0.0596408	0.00833333
0	200	0	15	0.122292	0.355689	0.133333
0	200	0	15	0.105322	0.497379	0.0666667
0	200	0	15	0.0124621	0.689732	0.075
0	200	0	15	0.00437593	0.103359	0.158333
0	200	0	15	0.0972954	0.32952	0.00833333
0	200	0	15	0.171003	0.0679386	0.175
0	200	0	15	0.0778453	0.0491294	0.416667
0	200	0	15	0.0430499	0.134628	0.275
0	200	0	15	0.036357	0.744416	0.025
0	200	0	15	0.00184865	0.571785	0.05
0	200	0	15	0.0479027	0.447949	0.141667
0	200	0	15	0.27723	0.144056	0.00833333
0	200	0	15	0.0381264	0.590333	0.133333
0	200	0	15	0.0892313	0.160694	0.05
0	200	0	15	0.074021	0.51989	0.0666667
0	200	0	15	0.0356919	0.0150038	0.075
0	200	0	16	0.0034062	0.493185	0.0392157
0	200	0	16	0.0803596	0.178327	0.0196078
0	200	0	16	0.00806193	0.613669	0.235294
0	200	0	16	0.188187	0.187938	0.00980392
0	200	0	16	0.0689263	0.391508	0.588235
0	200	0	16	0.0180917	0.800765	0.0882353
0	200	0	16	0.0047705	0.0294029	0.0294118
0	200	0	16	0.00607622	0.221995	0.54902
0	200	0	16	0.0447068	0.394164	0.0980392
0	200	0	16	0.0910109	0.116135	0.0294118
0	200	0	16	0.0360562	0.389883	0.343137
0	200	0	16	0.00363202	0.012846	0.833333
0	200	0	16	0.00675319	0.024981	0.0294118
0	200	0	16	0.0332242	0.78483	0.127451
0	200	0	16	0.0303112	0.281836	0.00980392
0	200	0	16	0.0192091	0.273374	0.147059
0	200	0	16	0.00380627	0.345297	0.00980392
0	200	0	16	0.00233588	0.940697	0.00980392
0	200	0	16	0.016403	0.155907	0.0490196
0	200	0	16	0.00563391	0.0374172	0.196078
0	200	0	16	0.0805854	0.548349	0.0196078
0	200	0	16	0.239935	0.177395	0.00980392
0	200	0	16	0.0182815	0.586937	0.0294118
0	200	0	16	0.08341	0.254505	0.647059
0	200	0	16	0.0116114	0.237819	0.0392157
0	200	0	16	0.0196221	0.278962	0.00980392
0	200	0	16	0.0515633	0.030676	0.294118
0	200	0	16	0.0296212	0.434074	0.0196078
0	200	0	16	0.0217882	0.209958	0.333333
0	200	0	16	0.0107882	0.557773	0.0196078
0	200	0	16	0.00915646	0.291905	0.00980392
0	200	0	16	0.00685061	0.023938	0.578431
0	200	0	16	0.218257	0.0260017	0.0686275
0	200	0	17	0.000889748	0.793318	0.716981
0	200	0	17	0.132301	0.0647489	0.320755
0	200	0	17	0.0181962	0.131845	0.0471698
0	200	0	17	0.0114446	0.255452	0.132075
0	200	0	17	0.00578936	0.724595	0.207547
0	200	0	17	0.002188	0.458122	0.0377358
0	200	0	17	0.0343004	0.0524346	0.0283019
0	200	0	17	0.0905082	0.0849925	0.0943396
0	200	0	17	0.0168086	0.683683	0.207547
0	200	0	17	0.0524815	0.442735	0.00943396
0	200	0	17	0.0299922	0.179857	0.311321
0	200	0	17	0.00178119	0.0743744	0.896226
0	200	0	17	0.0332242	0.78483	0.688679
0	200	0	17	0.0391829	0.655044	0.00943396
0	200	0	17	0.0171082	0.0024139	0.00943396
0	200	0	17	0.110702	0.439275	0.00943396
0	200	0	17	0.0149676	0.517795	0.00943396
0	200	0	17	0.0415656	0.617583	0.00943396
0	200	0	17	0.00581504	0.561032	0.0471698
0	200	0	17	0.00184286	0.569022	1
0	200	0	17	0.0989501	0.205567	0.00943396
0	200	0	17	0.0318459	0.397381	0.00943396
0	200	0	17	0.0409577	0.342899	0.0849057
0	200	0	17	0.0506231	0.591571	0.283019
0	200	0	17	0.147784	0.0540057	0.0377358
0	200	0	17	0.0257449	0.7903	0.188679
0	200	0	17	0.117989	0.0674353	0.0188679
0	200	0	17	0.00864038	0.304535	0.0660377
0	200	0	17	0.035513	0.304741	0.00943396
0	200	0	17	0.00685061	0.023938	0.801887
0	200	0	17	0.0623081	0.436066	0.0566038
0	200	0	18	0.0644926	0.571481	0.0106383
0	200	0	18	0.0455341	0.290845	0.0106383
0	200	0	18	0.0480074	0.38421	0.106383
0	200	0	18	0.00736549	0.327283	0.0212766
0	200	0	18	0.0161436	0.0102042	0.882979
0	200	0	18	0.000776729	0.0581719	0.0106383
0	200	0	18	0.00537355	0.0876858	0.0957447
0	200	0	18	0.00178119	0.0743744	0.0957447
0	200	0	18	0.0203836	0.231446	0.617021
0	200	0	18	0.00577045	0.691081	0.0212766
0	200	0	18	0.0300808	0.819135	1
0	200	0	18	0.0212009	0.606599	0.319149
0	200	0	18	0.00220914	0.877789	0.0106383
0	200	0	18	0.0638769	0.537536	0.0319149
0	200	0	18	0.022025	0.825616	0.0319149
0	200	0	18	0.0434983	0.152838	0.12766
0	200	0	18	0.00150513	0.362728	0.0212766
0	200	0	18	0.0678056	0.252717	0.0106383
