rep	gen	x	y	Nf	Nm	W	Wstd	Homoz	Hstd	DelMut	DelMutSd
0	170	1	1	19	28	0.378294	0.0630928	0.731404	0.0206281	69.1277	5.69291
0	180	0	0	25	20	0.412	0.0522103	0.686311	0.0283563	69.0222	7.76742
0	180	0	1	22	25	0.410387	0.0583691	0.765489	0.0193356	63.7234	5.86262
0	180	1	0	29	20	0.423882	0.0517237	0.818776	0.0142561	65.0816	6.78785
0	180	1	1	29	23	0.368671	0.0545321	0.749038	0.0212222	71.5577	5.4892
0	190	0	0	18	22	0.37072	0.0567593	0.72815	0.0230191	69.5	5.19134
0	190	0	1	23	32	0.38393	0.0616246	0.789345	0.0200764	61.8727	5.17003
0	190	1	0	27	26	0.42394	0.0443426	0.83117	0.0167487	66.7358	5.39444
0	190	1	1	25	17	0.377899	0.0399395	0.695	0.0845506	75.0952	6.79219
0	200	0	0	26	24	0.374882	0.0596455	0.75064	0.0215311	73.36	6.82279
0	200	0	1	21	26	0.359364	0.0591103	0.800809	0.01866	65.5957	4.88445
0	200	1	0	25	28	0.373044	0.0601784	0.834302	0.0202602	67.8679	6.63336
0	200	1	1	21	34	0.330669	0.0580418	0.751564	0.0221357	80.1818	5.8125
0	210	0	0	23	24	0.37998	0.0452252	0.783447	0.0198149	72.6596	5.29663
0	210	0	1	22	24	0.376916	0.0485585	0.815522	0.0270111	68.3478	7.31353
0	210	1	0	18	29	0.341741	0.0429403	0.829234	0.0128464	74.9787	5.54475
0	210	1	1	29	12	0.304219	0.0439253	0.767902	0.0226401	82.7561	5.65591
0	220	0	0	22	24	0.361967	0.0458064	0.798087	0.0149606	75.8043	4.17352
0	220	0	1	29	30	0.369852	0.0637612	0.831458	0.0140789	68.4068	6.00316
0	220	1	0	24	23	0.333213	0.0410228	0.842	0.0138871	74.2128	4.75769
0	220	1	1	22	33	0.310397	0.0423767	0.789527	0.0192551	83.8364	6.89338
0	230	0	0	23	25	0.354714	0.0517988	0.821125	0.0152037	76.9167	5.40383
0	230	0	1	23	28	0.322003	0.0425441	0.846863	0.0149837	72.0196	5.64468
0	230	1	0	29	27	0.33547	0.0410846	0.851893	0.0154754	76.6429	5.39321
0	230	1	1	26	28	0.316633	0.0427277	0.799222	0.0199162	81.3704	5.82872
0	240	0	0	23	22	0.385029	0.0514157	0.834222	0.0138129	73.6222	5.2801
0	240	0	1	24	27	0.312594	0.0398543	0.85149	0.0144105	75.9804	5.71716
0	240	1	0	24	25	0.317852	0.042458	0.855429	0.0175662	76.0408	6.81523
0	240	1	1	21	31	0.300343	0.0513744	0.808692	0.0158303	85.3269	7.37387
0	250	0	0	21	22	0.376039	0.052617	0.845302	0.0207079	76.4884	6.42803
0	250	0	1	25	22	0.295258	0.0458346	0.853021	0.0165947	78.1702	6.77391
0	250	1	0	25	28	0.320928	0.0358261	0.855811	0.0133078	78.6604	5.36918
0	250	1	1	24	27	0.289042	0.0528175	0.826745	0.0150031	88.3725	6.50478
0	260	0	0	26	21	0.387288	0.0470052	0.84434	0.0153058	76.7234	5.92399
0	260	0	1	23	24	0.294256	0.0403764	0.868383	0.0123539	79.4894	6.94928
0	260	1	0	35	20	0.336623	0.0398625	0.850982	0.0139707	81.5091	4.76683
0	260	1	1	31	22	0.267748	0.044838	0.839736	0.0191835	91.4717	5.46551
0	270	0	0	30	24	0.369529	0.0400096	0.849593	0.0161859	78.6852	6.68005
0	270	0	1	27	26	0.291969	0.0421195	0.862302	0.011343	81.4717	5.44476
0	270	1	0	19	32	0.35629	0.0428188	0.867216	0.0116759	76.7451	4.62662
0	270	1	1	20	26	0.258274	0.0380576	0.849217	0.0123674	93.8478	4.5107
0	280	0	0	21	26	0.36086	0.0438929	0.85634	0.0176313	83.1702	5.0247
0	280	0	1	27	27	0.328	0.0439588	0.867741	0.0144378	76.1852	5.8975
0	280	1	0	16	26	0.314855	0.0329902	0.873524	0.0128642	79.0476	6.45111
0	280	1	1	33	22	0.236537	0.0338696	0.847891	0.0178088	99.7818	5.18631
0	290	0	0	25	22	0.301881	0.0371835	0.859447	0.0159131	84.2553	6.34292
0	290	0	1	30	15	0.306466	0.0433946	0.882222	0.0139792	82.2	4.67428
0	290	1	0	30	24	0.289077	0.0365019	0.869815	0.0117962	86.5556	5.65904
0	290	1	1	26	25	0.233683	0.0296117	0.855961	0.0162938	103.98	4.50486
0	300	0	0	29	22	0.260471	0.0379722	0.864235	0.0192105	91.8431	6.33191
0	300	0	1	26	24	0.311031	0.037718	0.87776	0.0121038	79.76	6.14674
0	300	1	0	26	20	0.275848	0.0438302	0.882348	0.0180882	88.5217	5.96271
0	300	1	1	26	22	0.221418	0.0400069	0.86575	0.0159824	99.8333	7.61668
0	310	0	0	28	25	0.239612	0.0351672	0.875434	0.0137326	91.5094	5.59185
0	310	0	1	18	27	0.310879	0.0425135	0.880222	0.0154932	80.8444	6.12084
0	310	1	0	22	28	0.254706	0.0381822	0.87864	0.0125184	94.68	5.6478
0	310	1	1	33	21	0.201791	0.0287384	0.860148	0.014406	104.074	6.3708
0	320	0	0	25	23	0.2196	0.0375179	0.882708	0.0150858	94.3542	6.44363
0	320	0	1	19	23	0.316776	0.0320449	0.887619	0.0143576	82.5476	4.79187
0	320	1	0	25	21	0.259139	0.0361479	0.880391	0.0120117	94.6304	5.7949
0	320	1	1	19	22	0.209241	0.0374945	0.883171	0.0210596	101.122	6.35608
0	330	0	0	28	21	0.227712	0.0329345	0.869714	0.0104198	92.8367	5.08839
0	330	0	1	25	34	0.312835	0.0343353	0.882	0.0130605	85.8814	5.99176
0	330	1	0	30	16	0.252784	0.0388274	0.880826	0.0130055	95.8913	6.27358
0	330	1	1	31	25	0.213741	0.031269	0.881714	0.0185335	98.4286	4.64396
0	340	0	0	25	23	0.223406	0.0319333	0.862833	0.0106131	95.9167	5.71851
0	340	0	1	35	22	0.289985	0.0321965	0.883474	0.013264	87.1404	5.29627
0	340	1	0	29	25	0.259907	0.0290408	0.88463	0.013232	94.0741	5.19206
0	340	1	1	17	14	0.216725	0.0306104	0.874065	0.0145423	101.516	4.66193
0	350	0	0	14	10	0.174738	0.0331621	0.821083	0.0472757	103.167	6.70613
0	350	0	1	32	27	0.278794	0.0363199	0.871797	0.0128232	89.8983	4.66394
0	350	1	0	25	24	0.232955	0.0382809	0.790041	0.0417524	106.367	6.81144
0	350	1	1	21	29	0.193942	0.0366519	0.87088	0.012459	104.66	6.0749
0	360	0	1	17	36	0.251208	0.0339547	0.885774	0.0185499	93.7358	5.96262
0	360	1	0	19	32	0.258119	0.0374992	0.81651	0.0159796	103.882	6.39438
0	360	1	1	24	13	0.180134	0.0322894	0.887189	0.011629	103.757	6.4406
0	370	0	1	21	26	0.240013	0.0324007	0.879106	0.0177155	97.9787	5.24096
0	370	1	0	26	23	0.251306	0.0380235	0.82151	0.0160841	102.592	6.58669
0	370	1	1	20	23	0.198263	0.0236812	0.903628	0.0111835	101.791	5.37245
0	380	0	1	20	30	0.226734	0.0316362	0.881	0.0118406	97.58	5.42988
0	380	1	0	21	18	0.229827	0.0224372	0.844615	0.0143377	104.615	6.55007
0	380	1	1	25	12	0.189656	0.0371728	0.901189	0.0121652	100.676	6.10296
0	390	0	1	23	26	0.21157	0.0317276	0.88302	0.0100701	103.673	5.28528
0	390	1	0	24	31	0.237956	0.0323567	0.753564	0.105632	109.273	9.72991
0	390	1	1	28	21	0.190488	0.0268877	0.904122	0.00842163	102.878	4.55189
0	400	0	1	22	25	0.208662	0.0327437	0.883574	0.0121125	103.128	5.20072
0	400	1	0	20	27	0.238601	0.031894	0.777234	0.0216571	106.553	6.61658
0	410	0	1	28	23	0.214172	0.0262359	0.886196	0.0135661	104.235	5.72092
0	410	1	0	22	23	0.204426	0.0258686	0.792622	0.0223222	111.378	6.53975
0	420	0	1	24	23	0.213824	0.0281028	0.892383	0.01163	103.426	5.84824
0	420	1	0	28	24	0.199826	0.0257755	0.808115	0.0178774	114.654	7.07075
0	430	0	1	25	28	0.214921	0.0301559	0.884717	0.0115781	106.868	6.40176
0	430	1	0	20	29	0.203892	0.0305318	0.810286	0.0153862	114.939	7.39942
0	440	0	1	23	17	0.209267	0.0316472	0.8807	0.0124302	107.425	5.56277
0	440	1	0	21	23	0.193996	0.0275367	0.837455	0.0203531	111.682	5.39685
0	450	0	1	16	26	0.189494	0.0403561	0.896381	0.0141437	109.929	4.88629
0	450	1	0	22	28	0.185752	0.0265364	0.8482	0.0116362	111.84	6.28127
0	460	0	1	29	19	0.206681	0.0294256	0.88925	0.0163637	110.042	6.73597
0	460	1	0	26	26	0.185196	0.0256787	0.846654	0.0134377	110.019	5.37977
0	470	0	1	17	13	0.191693	0.0229965	0.8924	0.0159533	108.7	6.68905
0	470	1	0	25	25	0.181878	0.0182483	0.85572	0.0141139	113.6	4.40454
0	480	0	1	18	19	0.182217	0.0280547	0.890108	0.0103448	113.432	4.60047
0	480	1	0	17	29	0.176739	0.0154427	0.848522	0.0130713	116.957	4.65766
0	490	0	1	9	14	0.154072	0.0253867	0.897391	0.0132591	117.304	4.71293
0	490	1	0	26	25	0.187131	0.0204913	0.858157	0.0181793	110.647	5.29455
0	500	0	1	11	18	0.156111	0.0253853	0.89131	0.0105213	114.448	5.73306
0	500	1	0	13	8	0.175543	0.0162686	0.861429	0.0162498	116	4.80079
0	510	1	0	4	2	0.158006	0.0167144	0.899333	0.00524934	111.833	7.22073
